airport_ident,length_ft,width_ft,surface,closed,le_ident,le_heading_degT,le_latitude_deg,le_longitude_deg,he_ident,he_heading_degT,he_latitude_deg,he_longitude_deg
SJSL,2297,66,GRE,0,16,,,,34,,,
SJSN,2625,59,ASP,0,11,,,,29,,,
SJSO,3609,59,GVL,0,18,,,,36,,,
SJSR,2953,59,ASP,0,1,,,,19,,,
SJSS,3281,66,ASP,0,16,,,,34,,,
SJST,59,59,CON,0,7,,,,34,,,
SJSU,2297,66,GRS,0,11,,,,29,,,
SJT2,3937,59,Earth,0,11,,,,29,,,
SJT3,3675,75,Piçarra,0,11,,,,29,,,
SJT9,3281,59,GVL,0,18,,,,36,,,
SJTB,4593,66,ASP,0,7,,,,25,,,
SJTD,69,69,CON,0,22,,,,35,,,
SJTF,3937,66,ASP,0,8,,,,26,,,
SJTL,3281,66,GRE,0,11,,,,29,,,
SJTM,3051,66,GRE,0,4,,,,22,,,
SJTP,3609,66,ASP,0,17,,,,35,,,
SJTS,3281,75,ASP,0,12,,,,30,,,
SJTT,3281,62,ASP,0,14,,,,32,,,
SJTU,3937,98,ASP,0,6,,,,24,,,
SJTV,59,59,CON,0,3,,,,12,,,
SJTX,59,59,GRS,0,33,,,,,,,
SJTY,62,62,CON,0,4,,,,27,,,
SJTZ,3281,75,ASP,0,10,,,,28,,,
SJU4,3281,75,Earth,0,05,,,,23,,,
SJU8,3281,59,Earth,0,11,,,,29,,,
SJU9,3117,66,GVL,0,09,,,,27,,,
SJUA,3609,66,GRS,0,2,,,,20,,,
SJUB,3609,82,ASP,0,18,,,,36,,,
SJUE,79,79,CON,0,14,,,,23,,,
SJUF,95,95,CON,0,1,,,,,,,
SJUH,3281,82,GRE,0,12,,,,30,,,
SJUI,79,79,GRS,0,10,,,,,,,
SJUJ,3937,82,GRE,0,18,,,,36,,,
SJUL,3281,98,GRE,0,3,,,,21,,,
SJUN,59,59,CON,0,14,,,,32,,,
SJUQ,2789,66,earth,0,02,,,,20,,,
SJUS,3937,62,GRS,0,3,,,,21,,,
SJUT,103,103,CON,0,17,,,,35,,,
SJUU,3117,59,GRS,0,2,,,,20,,,
SJUW,69,69,CON,0,26,,,,35,,,
SJUX,69,69,CON,0,9,,,,,,,
SJUY,69,69,CON,0,2,,,,28,,,
SJUZ,79,79,CON,0,19,,,,28,,,
SJV1,3609,98,Earth,0,12,,,,30,,,
SJV3,1640,66,GRS,0,08,,,,26,,,
SJV7,1476,59,Earth,0,05,,,,23,,,
SJV9,4921,98,Earth,0,12,,,,30,,,
SJVA,59,59,CON,0,5,,,,,,,
SJVD,3281,98,ASP,0,14,,,,32,,,
SJVE,79,79,CON,0,13,,,,22,,,
SJVH,62,62,CON,0,4,,,,13,,,
SJVI,66,66,CON,0,H1,,,,H1,,,
SJVJ,59,59,GRS,0,30,,,,,,,
SJVK,3281,82,Earth,0,04,,,,22,,,
SJVL,2953,98,ASP,0,8,,,,26,,,
SJVM,2100,66,GRE,0,3,,,,21,,,
SJVO,3314,98,ASP,0,10,,,,28,,,
SJVP,5249,131,ASP,0,9,,,,27,,,
SJVR,3281,79,ASP,0,17,,,,35,,,
SJVS,2625,82,ASP,0,1,,,,19,,,
SJVT,75,75,CON,0,6,,,,24,,,
SJVX,2264,59,GRS,0,14,,,,32,,,
SJW2,2953,66,GRS,0,04,,,,22,,,
SJW6,2625,66,Piçarra,0,13,,,,31,,,
SJW8,66,66,GRS,0,17,,,,,,,
SJW9,3609,59,GVL,0,12,,,,30,,,
SJWE,4265,98,ASP,0,3,,,,21,,,
SJWF,59,59,GRS,0,13,,,,,,,
SJWG,1969,66,GRS,0,7,,,,25,,,
SJWI,3281,66,GRE,0,7,,,,25,,,
SJWJ,69,69,MET,0,16,,,,28,,,
SJWK,59,59,CON,0,13,,,,31,,,
SJWL,3937,66,ASP,0,1,,,,19,,,
SJWN,2953,98,GRE,0,7,,,,25,,,
SJWP,3611,59,ASP,0,09,,,,27,,,
SJWQ,2953,59,ASP,0,13,,,,31,,,
SJWR,69,69,GRS,0,31,,,,,,,
SJWS,79,79,CON/GRS,0,10,,,,15,,,
SJWV,3740,66,ASP,0,1,,,,19,,,
SJWW,3937,66,ASP,0,14,,,,32,,,
SJWX,3609,135,ASP,0,9,,,,27,,,
SJWY,59,59,CON,0,6,,,,18,,,
SJWZ,69,69,CON,0,7,,,,16,,,
SJX2,3281,49,GVL,0,01,,,,19,,,
SJX3,59,59,CON,0,13,,,,31,,,
SJX4,59,59,CON,0,02,,,,,,,
SJX7,2625,59,GVL,0,02,,,,20,,,
SJXB,2789,66,ASP,0,3,,,,21,,,
SJXC,4593,98,ASP,0,8,,,,26,,,
SJXD,59,59,CON,0,36,,,,,,,
SJXF,62,62,GRS,0,31,,,,,,,
SJXG,3281,98,GRE,0,16,,,,34,,,
SJXJ,2608,39,ASP,0,11,,,,29,,,
SJXM,2953,98,GRE,0,7,,,,25,,,
SJXP,59,59,CON,0,32,,,,,,,
SJXQ,59,59,CON,0,1,,,,,,,
SJXR,66,66,CON,0,26,,,,,,,
SJXS,4921,98,ASP,0,8,,,,26,,,
SJXT,69,69,GRS,0,23,,,,,,,
SJXV,2953,66,GRE,0,1,,,,19,,,
SJXX,3281,66,GRE,0,15,,,,33,,,
SJXY,64,64,CON,0,34,,,,,,,
SJY2,2625,59,GVL,0,14,,,,32,,,
SJY3,3593,66,GVL,0,03,,,,21,,,
SJY4,3937,98,GVL,0,17,,,,35,,,
SJY6,3609,66,,0,08,,,,26,,,
SJY7,5577,59,ASP,0,09,,,,27,,,
SJY9,4265,59,Earth,0,03,,,,21,,,
SJYD,3938,39,ASP,0,08,,,,26,,,
SJYE,2953,66,GRE,0,10,,,,28,,,
SJYF,3281,82,ASP,0,8,,,,26,,,
SJYG,1969,82,GRS,0,9,,,,27,,,
SJYI,2297,82,GRE,0,9,,,,27,,,
SJYJ,2133,98,GRS,0,8,,,,26,,,
SJYK,2625,98,GRS,0,17,,,,35,,,
SJYL,2953,98,ASP,0,17,,,,35,,,
SJYM,1969,66,GRE,0,5,,,,23,,,
SJYO,2297,82,GRE,0,16,,,,34,,,
SJYP,2625,66,GRE,0,9,,,,27,,,
SJYQ,2625,82,Dirt,0,09,,4.3299,-60.28904,27,,4.33177,-60.28207
SJYR,1969,66,GRS,0,12,,,,30,,,
SJYS,1969,66,GRE,0,8,,,,26,,,
SJYT,3281,98,GRE,0,18,,,,36,,,
SJYU,3281,98,GRE,0,8,,,,26,,,
SJYV,79,79,CON,0,19,,,,,,,
SJYW,4265,62,GVL,0,11,,,,29,,,
SJYW,4265,62,GVL,0,2,,,,20,,,
SJYX,66,66,Turf,0,H1,,,,,,,
SJZ1,3115,59,GVL,0,11,,,,29,,,
SJZ4,3609,72,Earth,0,02,,,,20,,,
SJZ8,4593,75,Earth,0,10,,,,28,,,
SJZB,2953,59,GVL,0,02,,,,20,,,
SJZC,3281,92,GRE,0,09,,,,27,,,
SJZD,2625,66,GRS,0,8,,,,26,,,
SJZF,3937,98,GRE,0,12,,,,30,,,
SJZH,2953,66,ASP,0,7,,,,25,,,
SJZI,79,79,CON,0,12,,,,34,,,
SJZJ,69,69,GRS,0,25,,,,,,,
SJZK,69,69,CON,0,34,,,,,,,
SJZL,79,79,CON,0,4,,,,23,,,
SJZN,59,59,GRS,0,33,,,,-,,,
SJZP,3937,98,ASP,0,3,,,,21,,,
SJZS,2953,59,ASP,0,14,,,,32,,,
SJZT,5577,98,GRE,0,9,,,,27,,,
SJZU,69,69,CON,0,3,,,,,,,
SJZV,69,69,ASP,0,22,,,,,,,
SJZW,3281,66,GRE,0,16,,,,34,,,
SJZY,69,69,CON,0,30,,,,,,,
SJZZ,3281,59,Earth,0,05,,,,23,,,
SK-0001,1870,40,asphalt,0,17,168,48.49098,19.10126,35,348,48.48657,19.10229
SK-0051,1404,39,ASP,0,01,,,,19,,,
SK-0057,1968,48,asphalt,0,05,52,,,23,232,,
SK-0065,1476,39,ASP,0,14,,,,32,,,
SK-0097,2790,100,grass,0,10,,,,28,,,
SK-0098,3117,,UNK,0,04L,,,,22R,,,
SK-0098,3117,,UNK,0,04R,,,,22L,,,
SK-039,,,ASP,0,08,,,,26,,,
SK-434,2214,59,ASP,0,01,13,3.19419,-75.64272,19,193,3.20022,-75.6413
SK-467,4080,,ASP,0,17,166,4.3807,-76.0754,35,346,4.3699,-76.0727
SK53,4198,49,ASP,0,07,65,3.87914,-73.3453,25,245,3.88411,-73.3349
SKAG,3937,148,ASP,0,12,,,,30,,,
SKAP,,,UNK,0,09,,,,27,,,
SKAP,8204,164,ASP,0,10,95,4.07709,-73.5739,28,275,4.07506,-73.5515
SKAR,7045,118,ASP,0,02,13,4.44339,-75.7687,20,193,4.46216,-75.7643
SKAS,5331,131,ASP,0,01,8.6,0.49797,-76.5019,19,188.6,0.51248,-76.4997
SKAS,,,UNK,0,02,,,,20,,,
SKBC,3985,93,ASP,0,10,99.7,9.04647,-73.9804,28,279.7,9.04461,-73.9694
SKBG,7381,131,ASP,0,17,159,7.13606,-73.1884,35,339,7.11694,-73.1811
SKBN,4935,98,ASP,0,03,26.7,10.8818,-72.9035,21,206.7,10.894,-72.8973
SKBO,12467,148,ASP,0,14L,127,4.71339,-74.1521,32R,307,4.6927,-74.1247
SKBO,12467,148,ASP,0,14R,127,4.7105,-74.1692,32L,307,4.68979,-74.1418
SKBQ,9842,148,CON,0,05,40,10.8792,-74.7897,23,220,10.8999,-74.772
SKBS,,,UNK,0,17,,,,35,,,
SKBS,3973,78,ASP,0,18,174,6.20835,-77.3953,36,354,6.19749,-77.3941
SKBU,3945,76,ASP,0,09,86,3.81924,-76.9952,27,266,3.82001,-76.9844
SKCC,6341,148,ASP,0,03,17,7.91789,-72.5145,21,197,7.9346,-72.5094
SKCC,7700,148,ASP,0,16,148,7.94034,-72.5196,34,328,7.92242,-72.5082
SKCD,3980,72,ASP,0,09,,,,27,,,
SKCG,8530,148,ASP,0,01,2,10.43086,-75.51338,19,182,10.45248,-75.51249
SKCL,9842,148,ASP,0,02,10,3.5299,-76.3839,20,190,3.55654,-76.3793
SKCN,3675,45,ASP,0,04,39.9,6.31296,-70.214,22,219.9,6.32072,-70.2075
SKCO,5249,90,ASP,0,06,54,1.81017,-78.7551,24,234,1.81867,-78.7434
SKCU,3794,66,ASP,0,01,14,7.96339,-75.1997,19,194,7.97354,-75.1972
SKCV,4396,98,ASP,0,05,50.2,9.39703,-75.696,23,230.2,9.40482,-75.6866
SKCZ,4930,98,ASP,0,02,19.8,9.32636,-75.2879,20,199.8,9.33912,-75.2833
SKEB,4310,40,ASP,0,18,184,7.60241,-74.8085,36,4,7.59053,-74.8094
SKEJ,5905,148,ASP,0,04,31,7.01735,-73.811,22,211,7.03131,-73.8026
SKFL,4921,98,ASP,0,12,116,1.59213,-75.5705,30,296,1.58625,-75.5583
SKGA,4446,,GRE,0,06,,,,24,,,
SKGB,6233,98,ASP,0,06,62,3.45489,-76.5042,24,242,3.46308,-76.4891
SKGI,5249,92,ASP,0,02,12.4,4.26916,-74.7982,20,192.4,4.28332,-74.7951
SKGO,6644,131,ASP,0,01,5,4.74812,-75.9566,19,185,4.76812,-75.9549
SKGP,4256,66,ASP,0,01,18,2.56456,-77.9004,19,198,2.57571,-77.8968
SKGY,,,UNK,0,10,,,,28,,,
SKGY,5643,66,ASP,0,11,103,4.81408,-74.0725,29,283,4.81058,-74.0574
SKIB,5905,98,ASP,0,14,131,4.42695,-75.1394,32,311,4.41627,-75.1272
SKIO,4167,66,ASP,0,06,55.4,9.26552,-74.6571,24,235.4,9.27204,-74.6476
SKIP,5774,92,ASP,1,06,61,0.85808,-77.6787,24,241,0.86577,-77.6648
SKIP,8202,118,ASP,0,08,79,0.85926,-77.6785,26,259,0.86371,-77.65648
SKJC,4003,,Asphalt,0,17,,,,35,,,
SKLC,7153,98,ASP,0,15,149.5,7.82046,-76.7214,33,329.5,7.80346,-76.7114
SKLG,3937,82,ASP,0,12,117.4,-0.17978,-74.7756,30,297.4,-0.18478,-74.766
SKLM,4876,148,ASP,0,09,90,11.2325,-72.4969,27,270,11.2325,-72.4833
SKLM,,,UNK,0,10,,,,28,,,
SKLP,5643,,UNK,0,15,,,,33,,,
SKLT,6168,131,ASP,0,03,20.8,-4.2011,-69.9457,21,200.8,-4.18523,-69.9397
SKMA,6070,80,ASP,0,06,58.8,4.72348,-74.2825,24,238.8,4.73212,-74.2683
SKMD,8202,125,ASP,0,02,16,6.20875,-75.5926,20,196,6.23117,-75.5884
SKME,1320,65,CON,0,05L,40,4.21588,-74.637,23R,220,4.21866,-74.6347
SKME,3785,92,ASP,0,05R,41,4.2125,-74.6385,23L,221,4.22038,-74.6316
SKMG,4921,70,ASP,0,11,101.6,9.2861,-74.8528,29,281.6,9.28337,-74.8394
SKMJ,5300,98,ASP,0,07,72,11.3876,-72.2462,25,252,11.3922,-72.2321
SKML,3560,82,ASP,0,18,174.2,7.97662,-75.433,36,354.2,7.96686,-75.432
SKMP,4068,48,ASP,0,02,15.6,9.25334,-74.4395,20,195.6,9.2641,-74.4364
SKMR,7539,150,ASP,0,14,138,8.83016,-75.8317,32,318,8.81733,-75.82
SKMU,5889,66,ASP,0,02,11,1.2457,-70.2355,20,191,1.26163,-70.2323
SKMZ,,,UNK,0,09,,,,27,,,
SKMZ,4835,65,ASP,0,10,95,5.03013,-75.4713,28,275,5.02906,-75.4581
SKNQ,3937,,ASP,0,05,,,,23,,,
SKNV,5880,131,ASP,0,02,14,2.9423,-75.296,20,194,2.95801,-75.292
SKOC,3937,98,ASP,0,01,6.4,8.30964,-73.3589,19,186.4,8.32049,-73.3577
SKOT,3103,50,ASP,0,16,159.7,7.01438,-74.717,34,339.7,7.00636,-74.714
SKPA,5382,98,ASP,0,05,37,5.75861,-73.1099,23,217,5.77047,-73.101
SKPB,5540,148,ASP,0,09,82.8,12.2205,-71.9925,27,262.8,12.2224,-71.9771
SKPC,5907,69,ASP,0,07,60,6.18069,-67.5002,25,240,6.18873,-67.4861
SKPD,5910,85,ASP,0,17,168.7,3.86151,-67.9078,35,348.7,3.84554,-67.9046
SKPE,6627,148,ASP,0,08,73,4.8099,-75.7482,26,253,4.81544,-75.7308
SKPI,4912,98,ASP,0,06,60,1.8544,-76.0916,24,240,1.86114,-76.0799
SKPN,3310,35,ASP,0,06,71,6.20851,-74.5949,24,251,6.21153,-74.5863
SKPP,6266,98,ASP,0,07,70.8,2.45162,-76.6174,25,250.8,2.45724,-76.6014
SKPQ,9987,164,ASP,0,01,3,5.46986,-74.658,19,183,5.49736,-74.6567
SKPR,4230,82,ASP,0,18,173,6.46613,-74.4112,36,353,6.45456,-74.4098
SKPS,7585,130,ASP,0,02,16,1.3862,-77.2943,20,196,1.40629,-77.2886
SKPV,3832,50,ASP,0,17,169.1,13.3621,-81.3594,35,349.1,13.3517,-81.3574
SKPZ,4935,98,ASP,0,04,33.1,5.87045,-71.8903,22,213.1,5.88184,-71.8829
SKQU,5905,164,ASP,0,01,2.8,5.20443,-74.884,19,182.8,5.22069,-74.8833
SKQU,,,UNK,0,18,,,,36,,,
SKRA,3527,,ASP,0,07,,,,25,,,
SKRG,11286,148,ASP,0,01,360,6.14927,-75.42302,19,180,6.18037,-75.42322
SKRH,5413,98,ASP,0,09,88.3,11.526,-72.9335,27,268.3,11.5264,-72.9184
SKRH,,,UNK,0,10,,,,28,,,
SKSA,3937,98,ASP,0,16,150,6.9534,-71.8581,34,330,6.9412,-71.8545
SKSI,3930,75,ASP,0,04,32.9,4.7276,-72.3261,22,212.9,4.73669,-72.3202
SKSJ,4897,66,ASP,0,01,5.3,2.57296,-72.64,19,185.3,2.58642,-72.6387
SKSM,5577,131,ASP,0,01,359,11.112,-74.2305,19,179,11.1273,-74.2308
SKSO,6171,80,ASP,0,04,39.9,5.66973,-72.9758,22,219.9,5.68269,-72.9648
SKSP,7808,148,ASP,0,06,59.3,12.5782,-81.7206,24,239.3,12.589,-81.7017
SKSV,,,UNK,0,13,,,,31,,,
SKSV,4921,85,ASP,0,14,132,2.15665,-74.7714,32,312,2.1477,-74.7613
SKTB,4921,66,ASP,0,09,83.4,8.63074,-72.7372,27,263.4,8.6323,-72.7236
SKTD,3609,,UNK,0,05,,,,23,,,
SKTI,9280,96,ASP,0,04,34.3,4.23434,-74.657,22,214.3,4.25526,-74.6428
SKTI,1431,65,CON,0,04L,34.5,4.25432,-74.6461,22R,214.5,4.25757,-74.6438
SKTJ,3635,66,ASP,0,04,34.3,5.53727,-73.3473,22,214.3,5.54554,-73.3417
SKTL,4429,,ASP,0,17,,,,35,,,
SKTM,6561,98,ASP,0,07,59,6.44643,-71.7681,25,239,6.45573,-71.7524
SKTQ,6220,79,CON,0,07,64,0.74211,-75.2417,25,244,0.74969,-75.2264
SKUA,8110,100,GRE,0,03,24,5.51791,-68.6815,21,204,5.53828,-68.6725
SKUA,6780,145,ASP,0,07,63.4,5.52031,-68.6939,25,243.4,5.52866,-68.6773
SKUB,2750,,ASP,0,12,,,,30,,,
SKUC,6890,98,ASP,0,11,98,7.07013,-70.7464,29,278,7.06763,-70.7275
SKUI,4593,98,ASP,0,13,122,5.69415,-76.6465,31,302,5.68737,-76.6358
SKUL,3495,100,ASP,0,01,11.4,4.08364,-76.2361,19,191.4,4.09308,-76.2342
SKVG,4320,40,ASP,0,16,165.9,0.98454,-76.607,34,345.9,0.97299,-76.6041
SKVL,5520,50,ASP,0,15,150.4,5.94566,-74.4607,33,330.4,5.93243,-74.4532
SKVP,6890,115,ASP,0,02,10,10.4257,-73.2511,20,190,10.4444,-73.2479
SKVV,5616,98,ASP,0,05,39,4.16188,-73.6186,23,219,4.17387,-73.6089
SKYP,8448,98,ASP,0,05,45.1,5.31088,-72.3922,23,225.1,5.32734,-72.3757
SL-0004,3600,,,0,15,,,,33,,,
SLAL,11811,148,Asphalt,0,18,,,,36,,,
SLBJ,4921,118,ASP,0,01,1.9,-22.7801,-64.3131,19,181.9,-22.7666,-64.3126
SLCB,8692,148,ASP,0,05,37,-17.4298,-66.1841,23,217,-17.4108,-66.1689
SLCB,12460,148,ASP,0,14,131.9,-17.409,-66.1911,32,311.9,-17.432,-66.1645
SLCE,2001,,GRS,1,18,,,,36,,,
SLCI,5108,98,Concrete,0,01,,,,19,,,
SLCO,6562,98,ASP,0,02,11,-11.0493,-68.7846,20,191,-11.0315,-68.7812
SLCP,5653,98,GRASS,0,17,,-16.1364,-62.02962,35,,-16.15047,-62.0227
SLET,9098,131,ASP,0,16,144,-17.8014,-63.1793,34,324,-17.8218,-63.1637
SLGM,5767,69,Asphalt,0,16,,,,34,,,
SLGY,5905,,UNK,0,17,,,,35,,,
SLHI,4801,67,ASP,0,17,162.2,-16.9837,-65.1436,35,342.2,-16.9963,-65.1394
SLLP,13123,151,CON,0,10,91.9,-16.5127,-68.211,28,271.9,-16.5139,-68.1735
SLLP,6725,300,GRE,0,10L,98,-16.5041,-68.1984,28R,278,-16.5066,-68.1793
SLMG,4593,,UNK,0,16,,,,34,,,
SLOR,6125,120,GRE,0,09,93.2,-17.9629,-67.0823,27,273.2,-17.9638,-67.0647
SLOR,8075,75,ASP,0,18,182,-17.9515,-67.0758,36,2,-17.9737,-67.0767
SLPB,3838,75,Concrete,0,01,,,,19,,,
SLPO,9130,98,ASP,0,06,56,-19.5501,-65.7347,24,236,-19.5361,-65.7127
SLPS,6562,118,ASP,0,05,32,-18.983,-57.8256,23,212,-18.9676,-57.8156
SLRB,3940,98,GRASS,0,18,,-18.32236,-59.76706,36,,-18.33277,-59.7639
SLRI,5906,,UNK,0,13,,,,31,,,
SLRQ,4921,,ASP,0,14,,,,32,,,
SLRQ,4757,,ASP,0,18,,,,36,,,
SLRY,4921,,UNK,0,18,,,,36,,,
SLSA,5013,69,ASP,0,14,140.2,-13.757,-65.4398,32,320.2,-13.7674,-65.4305
SLSB,5906,,UNK,0,18,,,,36,,,
SLSI,3936,98,UNK,0,18,,-16.37927,-60.96358,36,,-16.38998,-60.96184
SLSR,4925,98,GRASS,0,01,,-14.07969,-66.78743,19,,-14.06612,-66.78733
SLSU,9300,98,CON,0,05,46,-19.016,-65.2984,23,226,-18.9981,-65.2791
SLSV,9055,148,ASP,0,18,169,-16.389,-61.0475,36,349,-16.4134,-61.0428
SLTI,6234,98,GRASS,0,03,,-16.34717,-58.40367,21,,-16.33042,-58.39974
SLTJ,10007,148,ASP,0,13,124.3,-21.548,-64.7134,31,304.3,-21.5635,-64.6892
SLTR,7874,98,ASP,0,14,134.9,-14.8111,-64.9259,32,314.9,-14.8264,-64.9101
SLUY,13123,148,CON,0,13,,-20.43197,-66.8738,31,,-20.45053,-66.84094
SLVM,4918,115,ASP,0,18,175.3,-21.2479,-63.4062,36,355.3,-21.2614,-63.405
SLVR,11483,148,CON,0,16,147,-17.6315,-63.1443,34,327,-17.658,-63.1264
SLYA,6890,118,ASP,0,02,20.3,-21.9698,-63.6552,20,200.3,-21.952,-63.6481
SMJP,11417,148,ASPHALT,0,11,89.7,5.45274,-55.2035,29,269.7,5.45292,-55.1721
SMZO,2461,56,Asphalt,0,11,110,,,29,290,,
SN-0001,6200,100,concrete,0,03,,,,21,,,
SN00,1287,30,TURF,0,18,,,,36,,,
SN01,20,20,ASPH/ CONC,0,H1,,,,,,,
SN03,2400,148,TURF-G,0,08,,,,26,,,
SN03,2010,190,TURF-G,0,15,,,,33,,,
SN03,2285,260,TURF-G,0,17,,,,35,,,
SN04,1800,60,TURF,0,18,,,,36,,,
SN05,2640,150,TURF,0,17,,,,35,,,
SN07,2400,80,TURF-G,0,18,,,,36,,,
SN08,2800,80,TURF,0,18,,,,36,,,
SN09,2590,90,TURF,0,17,,,,35,,,
SN0A,3411,59,ASP,0,09,,,,27,,,
SN10,2200,50,TURF,0,01,,,,19,,,
SN11,30,30,CONC,0,H1,,,,,,,
SN12,3500,75,TURF,0,01,,,,19,,,
SN12,3030,50,TURF,0,12,,,,30,,,
SN13,2500,50,TURF,0,18,,,,36,,,
SN16,2625,75,GVL,0,06,,,,24,,,
SN17,64,64,Con,0,01,,,,,,,
SN18,965,30,TURF,0,08,,,,26,,,
SN18,2100,30,GRVL,0,17,,,,35,,,
SN19,59,59,CON,0,5,,,,,,,
SN1A,79,79,CON,0,01,,,,,,,
SN1F,3282,59,Earth,0,12,,,,30,,,
SN1L,64,64,GRS,0,29,,,,,,,
SN1M,2754,56,Piçarra,0,01,,,,19,,,
SN1R,3935,66,GVL,0,13,,,,31,,,
SN1S,4922,75,Earth,0,07,,,,25,,,
SN20,2000,80,TURF,0,N,,,,S,,,
SN21,2600,70,TURF,0,18,,,,36,,,
SN22,2200,60,TURF,0,17,,,,35,,,
SN29,2480,100,TURF,0,03,,,,21,,,
SN29,2650,75,TURF,0,16,,,,34,,,
SN29,2460,100,TURF,0,17,,,,35,,,
SN2A,2789,59,Earth,0,08,,,,26,,,
SN2B,89,89,ASP,0,12,,,,30,,,
SN2H,3281,59,GVL,0,02,,,,20,,,
SN2I,66,66,CON,0,34,,,,,,,
SN2K,4265,98,Earth,0,04,,,,22,,,
SN2L,3281,59,Earth,0,10,,,,28,,,
SN2M,2625,59,GVL,0,06,,,,24,,,
SN2O,66,,Concrete disk,0,,,,,,,,
SN2P,2789,66,ASP,0,01,,,,19,,,
SN2Q,3281,59,Earth,0,11,,,,29,,,
SN2R,5577,75,GVL,0,16,,,,34,,,
SN2T,69,69,OON,0,4,,,,,,,
SN2U,4265,82,Piçarra,0,16,,,,34,,,
SN2Y,2789,66,Earth,0,04,,,,22,,,
SN2Z,59,59,CON,0,25,,,,,,,
SN30,50,50,CONC,0,H1,,,,,,,
SN31,40,40,CONC,0,H1,,,,,,,
SN32,2200,75,TURF,0,17,,,,35,,,
SN33,1900,75,TURF,0,18,,,,36,,,
SN34,2600,100,TURF,0,17,,,,35,,,
SN35,40,40,CONC,0,H1,,,,,,,
SN36,2400,80,TURF,0,17,,,,35,,,
SN37,2600,60,TURF,0,18,,,,36,,,
SN38,40,40,CONC,0,H1,,,,,,,
SN3B,4593,66,GRS,0,01,,,,19,,,
SN3C,3281,59,GRS,0,01,,,,19,,,
SN3D,66,66,GRS,0,24,,,,,,,
SN3E,3609,59,Earth,0,11,90,,,29,270,,
SN3F,59,59,CON,0,03,,,,21,,,
SN3G,4921,75,GVL,0,07,,,,25,,,
SN3I,20,20,CON,0,4,,,,,,,
SN3K,66,66,CON,0,23,,,,,,,
SN3L,2953,59,Earth,0,11,,,,29,,,
SN3M,3806,75,Earth,0,12,,,,30,,,
SN3O,3945,98,ASP,0,12,,,,30,,,
SN3P,2953,59,Earth,0,07,,,,25,,,
SN3Q,3937,59,Piçarra,0,08,,,,26,,,
SN3R,2346,59,GVL,0,10,,,,28,,,
SN3S,2953,59,GRS,0,04,,,,22,,,
SN3T,2461,59,GVL,0,06,,,,24,,,
SN3W,4593,66,Earth,0,16,,,,34,,,
SN3Y,5085,98,ASP,0,01,,,,19,,,
SN3Z,2625,66,Earth,0,04,,,,22,,,
SN40,1900,50,TURF,0,18,,,,36,,,
SN41,1700,100,TURF,0,18,,,,36,,,
SN42,2640,75,TURF,0,09,,,,27,,,
SN44,3150,100,TURF,0,N,,,,S,,,
SN45,2400,50,TURF,0,18,,,,36,,,
SN46,2600,100,TURF,0,09,,,,27,,,
SN46,2600,100,TURF,0,18,,,,36,,,
SN47,2400,60,TURF,0,N,,,,S,,,
SN4A,5249,59,Earth,0,17,,,,35,,,
SN4D,4265,75,Earth,0,09,,,,27,,,
SN4E,3937,59,GVL,0,02,,,,20,,,
SN4F,3281,66,Earth,0,09,,,,27,,,
SN4H,4921,75,ASP,0,16,,,,34,,,
SN4J,2625,59,Earth,0,10,,,,28,,,
SN4K,2297,59,Earth,0,07,,,,25,,,
SN4M,4429,98,Piçarra,0,17,,,,35,,,
SN4N,79,79,CON,0,28,,,,,,,
SN4O,2625,59,GVL,0,02,,,,20,,,
SN4P,3281,59,GVL,0,01,,,,19,,,
SN4Q,4921,75,ASP,0,05,,,,23,,,
SN4R,3609,59,GVL,0,13,,,,31,,,
SN4S,2789,59,GVL,0,16,,,,34,,,
SN4T,3937,66,Piçarra,0,14,,,,32,,,
SN4U,3281,59,Piçarra,0,12,,,,30,,,
SN4W,3281,59,GVL,0,12,,,,30,,,
SN4X,3281,59,GVL,0,15,,,,33,,,
SN4Y,59,59,ASP,0,36,,,,,,,
SN4Z,2625,66,GRS,0,14,,,,32,,,
SN50,40,40,CONC,0,H1,,,,,,,
SN51,3936,66,Earth,0,12,,,,30,,,
SN52,2400,60,TURF,0,18,,37.4825,-97.0126,36,,37.4759,-97.0126
SN53,3200,50,TURF,0,N,,,,S,,,
SN54,60,60,CONC,0,H1,,,,,,,
SN55,2200,27,TURF,0,17,,,,35,,,
SN57,2100,100,TURF,0,18,,,,36,,,
SN58,2440,50,TURF,0,17,,,,35,,,
SN59,1300,50,TURF,0,17,,,,35,,,
SN60,25,25,CONC,0,H1,,,,,,,
SN61,4200,100,TURF,0,18,,,,36,,,
SN62,1900,40,TURF,0,09,,,,27,,,
SN63,3100,120,TURF-F,0,17,,,,35,,,
SN64,2640,70,TURF,0,N,,,,S,,,
SN65,2100,100,TURF,0,17,,,,35,,,
SN68,2300,60,TURF,0,18,,,,36,,,
SN69,2200,65,TURF,0,N,,,,S,,,
SN6B,2625,66,GVL,0,05,,,,23,,,
SN6C,2953,59,GVL,0,10,,,,28,,,
SN6D,2953,59,GVL,0,10,,,,28,,,
SN6E,3937,75,Piçarra,0,10,,,,28,,,
SN6F,,,,0,,,,,,,,
SN6F,75,75,Con,0,09,,,,,,,
SN6G,3609,59,GVL,0,04,,,,22,,,
SN6H,3609,59,GVL,0,10,,,,28,,,
SN6J,4593,59,GVL,0,18,,,,36,,,
