airport_ident,length_ft,width_ft,surface,closed,le_ident,le_heading_degT,le_latitude_deg,le_longitude_deg,he_ident,he_heading_degT,he_latitude_deg,he_longitude_deg
KMWH,3327,75,ASP,0,18,198,47.2083,-119.33,36,18,47.1996,-119.334
KMWK,5500,75,ASP,0,18,173,36.4656,-80.5538,36,353,36.4539,-80.5521
KMWL,5996,100,ASP,0,13,135.6,32.7874,-98.0643,31,315.6,32.7756,-98.0506
KMWL,4188,100,ASP,0,17,180.6,32.7875,-98.064,35,0.6,32.7759,-98.0641
KMWM,3598,75,ASP,0,17,180,43.9183,-95.1094,35,360,43.9085,-95.1094
KMWO,6100,100,ASP,0,05,49.4,39.5256,-84.4035,23,229.4,39.5365,-84.3871
KMWO,3026,160,GRE,0,08,85,39.533,-84.4042,26,265,39.5337,-84.3937
KMXA,4201,75,ASP,0,18,180,35.9002,-90.1545,36,360,35.8887,-90.1546
KMXF,3015,60,ASPH,0,009,7,32.3814,-86.3639,189,187,32.3897,-86.3648
KMXF,8008,150,ASP,0,15,148,32.3914,-86.3731,33,328,32.3726,-86.3595
KMXO,2300,90,GRS,0,09,90,42.2189,-91.1659,27,270,42.2189,-91.1575
KMXO,4400,75,CON,0,15,153.8,42.2265,-91.1677,33,333.8,42.2157,-91.1606
KMY,10000,1000,WATER-E,0,N,,,,S,,,
KMYF,3400,75,ASP,0,05,65,32.81486,-117.14603,23,245,32.81881,-117.13599
KMYF,4598,150,ASP,0,10L,115,32.81817,-117.1447,28R,295,32.81283,-117.13113
KMYF,3401,60,ASP,0,10R,115,32.81692,-117.14539,28L,295,32.81298,-117.13536
KMYJ,5501,100,CON,0,06,66,39.1543,-91.8255,24,246,39.1605,-91.8079
KMYJ,3200,50,PEM,0,18,181.7,39.1621,-91.8208,36,1.7,39.1533,-91.8211
KMYL,6101,75,ASP,0,16,179,44.8981,-116.102,34,359,44.8813,-116.101
KMYR,9503,150,ASP,0,18,168,33.6925,-78.9315,36,348,33.667,-78.9251
KMYV,3314,60,ASP,0,05,67,39.0968,-121.574,23,247,39.1004,-121.563
KMYV,6007,150,ASP,0,14,156.8,39.1049,-121.575,32,336.8,39.0898,-121.566
KMYZ,2190,75,GRS,1,02,34,39.8507,-96.6327,20,214,39.8557,-96.6283
KMYZ,4200,60,ASP,0,16,161,39.8619,-96.6332,34,341,39.851,-96.6282
KMZH,3200,75,ASP,0,04,39,46.4153,-92.8089,22,219,46.4219,-92.8007
KMZJ,6690,150,ASP,1,08,90,32.5039,-111.342,26,270,32.5039,-111.32
KMZJ,6849,150,ASP,0,12,134.6,32.5165,-111.333,30,314.6,32.5033,-111.317
KMZZ,6011,100,ASP,0,04,37.6,40.4835,-85.6869,22,217.6,40.4965,-85.6738
KMZZ,3456,100,ASP,0,15,150.4,40.4939,-85.6819,33,330.4,40.4854,-85.6755
KN03,3401,75,ASP,0,06,46.2,42.5894,-76.2194,24,226.2,42.5959,-76.2103
KN06,3175,270,GRS,0,15,136,38.5455,-75.5979,33,316,38.5392,-75.5903
KN12,2987,60,ASP,0,06,47.2,40.0641,-74.1815,24,227.2,40.0695,-74.1739
KN13,3200,60,ASP,0,09,73,40.9966,-76.4409,27,253,40.9989,-76.4312
KN14,3496,75,ASP,0,01,7.7,39.9286,-74.8075,19,187.7,39.9381,-74.8058
KN19,2850,40,ASP,0,04,53,36.8308,-108.034,22,233,36.8356,-108.027
KN19,4300,50,ASP,0,08,94,36.835,-108.036,26,274,36.8342,-108.021
KN23,4201,75,ASP,0,07,58,42.2995,-75.4226,25,238,42.3056,-75.4093
KN24,6861,75,ASP,0,17,180.2,36.8097,-105.597,35,0.2,36.7909,-105.598
KN27,4301,75,ASP,0,05,35,41.7352,-76.4517,23,215,41.7448,-76.4426
KN35,2200,100,GVL,0,01,357.8,40.9636,-78.9261,19,177.8,40.9692,-78.9264
KN35,3003,50,ASP,0,06,56.7,40.9645,-78.9375,24,236.7,40.969,-78.9284
KN37,2595,40,ASP,0,01,360,41.6179,-74.7023,19,180,41.625,-74.7023
KN37,2072,24,ASP,0,15,138,41.6258,-74.7026,33,318,41.6216,-74.6975
KN38,3597,60,ASP,0,10,91,41.728,-77.4012,28,271,41.7278,-77.388
KN40,2900,50,ASP,0,07,54.2,40.5643,-74.9822,25,234.2,40.5682,-74.9751
KN47,2704,75,ASPH-G,0,08,67,40.2589,-75.6757,26,247,40.2618,-75.6668
KN49,1350,20,Dirt/Gravel,0,7,,,,25,,,
KN51,3735,120,COP,0,04,29.4,40.5754,-74.7395,22,209.4,40.5843,-74.7329
KN51,3440,200,GRS,0,13,119,40.5886,-74.7422,31,299,40.584,-74.7314
KN52,3309,40,ASP,0,04,38,34.8602,-80.7514,22,218,34.8674,-80.7446
KN57,3693,60,ASP,0,06,45.6,39.827,-75.7745,24,225.6,39.8341,-75.765
KN58,2750,30,GVL,0,05,65,39.5603,-119.251,23,245,39.5635,-119.242
KN58,3974,40,ASP,0,15,163,39.5636,-119.242,33,343,39.5531,-119.238
KN59,4200,60,GRE,1,02,35.5,38.8401,-119.346,20,215.5,38.8495,-119.337
KN59,4800,32,ASP,0,07,90.5,38.8394,-119.354,25,270.5,38.8394,-119.337
KN59,3700,64,GRE,0,17,184.5,38.8495,-119.337,35,4.5,38.8394,-119.338
KN66,4200,75,ASP,0,06,44,42.5206,-75.0699,24,224.1,42.5289,-75.059
KN68,3300,75,ASP,0,06,48,39.9699,-77.6476,24,228,39.976,-77.6389
KN71,3250,50,ASP,0,10,85,40.0918,-76.5802,28,265,40.0926,-76.5686
KN73,2880,50,ASP,0,05,38,39.9011,-74.7527,23,218,39.9072,-74.7464
KN79,3297,75,ASP,0,08,72.4,40.8356,-76.5581,26,252.4,40.8383,-76.5468
KN81,3601,75,ASP,0,03,16.1,39.6627,-74.7595,21,196.1,39.6722,-74.756
KN82,3592,60,ASP,0,05,38,41.593,-74.4631,23,218,41.6007,-74.4551
KN82,1100,110,GRS,0,09,78,41.5983,-74.4589,27,258,41.5989,-74.455
KN82,2101,120,GRS,0,14,128,41.5981,-74.4593,32,308,41.5946,-74.4533
KN82,1250,150,GRS,0,18,175,41.5974,-74.4588,36,355,41.594,-74.4584
KN87,4275,75,ASP,0,11,95.5,40.2145,-74.6094,29,275.5,40.2134,-74.5942
KN89,3839,75,ASP,0,04,35,41.7235,-74.3814,22,215,41.7322,-74.3733
KN94,4008,60,ASP,0,10,91.7,40.1881,-77.1814,28,271.7,40.1878,-77.1671
KN96,3632,60,ASP,0,07,56,40.8827,-77.8217,25,236,40.8882,-77.8109
KN98,4001,75,ASP,0,09,93,45.209,-84.9976,27,273,45.2085,-84.9828
KNBC,12202,200,PEM,0,05,41.8,32.4706,-80.7305,23,221.8,32.4955,-80.7041
KNBC,6425,150,ASP,1,10,90,32.4756,-80.735,28,270,32.4756,-80.7142
KNBC,8001,200,PEM,0,14,135.2,32.4846,-80.7314,32,315.2,32.469,-80.7131
KNBC,3941,150,ASP,1,18,180,32.4817,-80.7308,36,360,32.4708,-80.7308
KNBG,10000,200,ASP,0,04,44.2,29.8235,-90.0373,22,224.2,29.8432,-90.0153
KNBG,6000,200,ASP,0,14,140.5,29.8231,-90.0331,32,320.5,29.8104,-90.0211
KNBJ,5000,150,ASP,0,09,90,30.3887,-87.638,27,270,30.3886,-87.6253
KNBJ,5000,150,ASP,0,15,152,30.3965,-87.6327,33,332,30.3869,-87.6268
KNCA,4789,150,ASP,0,01,360,34.7006,-77.4367,19,180,34.7138,-77.4367
KNCA,5125,150,ASP,0,05,45,34.7046,-77.4485,23,225,34.7146,-77.4364
KNDY,4191,150,ASP,0,16,159,38.3364,-77.0397,34,339,38.3256,-77.0344
KNDZ,5996,200,ASP,0,05,47,30.6946,-87.0193,23,227,30.7058,-87.0054
KNDZ,6000,200,ASP,1,09,90,30.7003,-87.0192,27,270,30.7003,-87.0006
KNDZ,6002,200,ASP,0,14,137,30.703,-87.023,32,317,30.6909,-87.01
KNDZ,6000,200,ASP,1,18,180,30.7117,-87.0142,36,360,30.695,-87.0142
KNEL,5002,150,ASP,0,06,50.5,40.0315,-74.3566,24,230.5,40.0402,-74.3428
KNEL,5001,150,ASP,0,15,140.5,40.0396,-74.3603,33,320.5,40.029,-74.3489
KNEN,8001,150,ASPH,0,12,12,30.3572,-81.8839,30,288,30.3506,-81.86
KNEW,3114,75,ASP,0,09,89,30.0371,-90.0306,27,269,30.0372,-90.0208
KNEW,3697,75,ASP,0,18L,179,30.0502,-90.0277,36R,359,30.04,-90.0275
KNEW,6879,150,ASP,0,18R,179,30.0528,-90.0299,36L,359,30.0339,-90.0296
KNFD,3998,150,ASP,0,05,47,30.5062,-87.6512,23,227,30.5115,-87.6447
KNFD,4000,150,ASP,0,11,109,30.5065,-87.6513,29,289,30.5038,-87.6423
KNFD,2850,150,BIT,1,16,166,30.5114,-87.6453,34,346,30.5039,-87.6431
KNFE,8004,175,ASP,0,05,45.5,36.6875,-76.1458,23,225.5,36.7025,-76.1258
KNFG,6005,221,ASP,0,03,44.7,33.2955,-117.362,21,224.7,33.3072,-117.348
KNFJ,4000,175,ASP,1,04,45,30.5069,-86.9597,22,225,30.5147,-86.9508
KNFJ,3600,175,ASP,1,11,113.6,30.5142,-86.9567,29,293.6,30.5103,-86.9464
KNFJ,8000,150,ASP,0,18,180,30.5208,-86.9578,36,360,30.4986,-86.9578
KNFL,7003,152,PEM,0,07,87.8,39.4131,-118.716,25,267.8,39.4138,-118.691
KNFL,11076,200,CON,0,13L,145.2,39.4306,-118.705,31R,325.2,39.4056,-118.683
KNFL,14001,201,PEM,0,13R,145.2,39.4356,-118.714,31L,325.2,39.404,-118.686
KNFW,11999,200,CON,0,18,181,32.7857,-97.4414,36,1,32.7527,-97.4417
KNGP,5001,200,ASP,0,04,45,27.6901,-97.2974,22,225,27.6998,-97.2865
KNGP,5002,220,ASP,0,13L,135,27.6953,-97.2922,31R,315,27.6856,-97.2813
KNGP,8001,200,PEM,0,13R,135,27.7007,-97.3016,31L,315,27.6852,-97.2841
KNGP,5003,200,ASP,0,17,180,27.6992,-97.2885,35,360,27.6855,-97.2885
KNGS,4500,150,ASP,0,05,46,30.6069,-86.9453,23,226,30.6156,-86.935
KNGS,4500,150,ASP,0,09,91,30.6153,-86.9467,27,271,30.615,-86.9325
KNGS,4500,150,ASP,0,14,136,30.6156,-86.9461,32,316,30.6067,-86.9361
KNGS,4500,150,ASP,0,18,180,30.6169,-86.9436,36,360,30.6047,-86.9436
KNGU,8370,200,ASP,0,10,90,36.9375,-76.3036,28,270,36.9375,-76.275
KNGW,4994,150,ASP,0,13,133,27.7061,-97.4431,31,313,27.6967,-97.4317
KNGW,5000,150,ASP,0,17,178.9,27.7106,-97.4403,35,358.9,27.6972,-97.44
KNHK,5021,75,ASP,0,02,8.1,38.2766,-76.421,20,188.1,38.2902,-76.4186
KNHK,11799,200,PEM,0,06,49.1,38.2769,-76.4216,24,229.1,38.2981,-76.3905
KNHK,9732,200,PEM,0,14,126,38.2943,-76.4233,32,306,38.2786,-76.3959
KNHU,1705,150,ASP,0,9H,,36.9555,-76.3067,27H,,36.9558,-76.3008
KNHU,75,75,ASP,0,H1,,36.9558,-76.3017,,,,
KNHU,75,75,ASP,0,H2,,36.9556,-76.3054,,,,
KNHU,120,120,CON,0,H3,,36.95348,-76.30538,,,,
KNHU,120,120,CON,0,H4,,36.9523,-76.2445,,,,
KNHU,120,120,CON,0,H5,,36.9496,-76.2802,,,,
KNHU,120,120,CON,0,H6,,36.949,-76.2823,,,,
KNHU,120,120,CON,0,H7,,36.94755,-76.28669,,,,
KNHU,120,120,CON,0,H8,,36.94834,-76.29408,,,,
KNHU,120,120,CON,0,H9,,36.9543,-76.30708,,,,
KNID,10000,200,PEM,0,03,42.3,35.6756,-117.708,21,222.3,35.696,-117.686
KNID,11199,200,PEM,0,08,90.8,35.6833,-117.704,26,270.8,35.683,-117.678
KNID,9014,200,PEM,0,14,154.1,35.6988,-117.693,32,334.1,35.6765,-117.68
KNIP,9003,200,ASPH,0,10,101,30.2316,-81.693,28,281,30.2317,-81.6644
KNIP,5978,200,ASP,0,14,135,30.2426,-81.6789,32,315,30.231,-81.6654
KNJK,9503,200,PEM,0,08,89.9,32.8291,-115.687,26,269.9,32.8292,-115.656
KNJK,6825,200,PEM,0,12,135.1,32.8298,-115.672,30,315.1,32.8165,-115.656
KNJM,3848,96,PSP,0,05,40.9,34.686,-77.0334,23,220.9,34.6943,-77.0247
KNJW,7976,150,CON,0,13,134,32.8038,-88.841,31,314,32.7885,-88.8224
KNKT,8489,196,ASP,0,05L,45.5,34.9039,-76.8805,23R,225.5,34.9185,-76.8625
KNKT,8189,200,ASP,0,05R,45.5,34.888,-76.8977,23L,225.5,34.9038,-76.8782
KNKT,8978,200,ASP,0,14L,135.5,34.9197,-76.9,32R,315.5,34.9021,-76.879
KNKT,8397,200,ASP,0,14R,135.5,34.903,-76.8825,32L,315.5,34.8866,-76.8629
KNKX,1000,100,concrete,0,06H,,32.86333,-117.13008,24H,,32.86401,-117.12693
KNKX,12000,200,CON,0,06L,75,32.86457,-117.16485,24R,255,32.87288,-117.12703
KNKX,8001,200,PEM,0,06R,75,32.86547,-117.15167,24L,255,32.87101,-117.12645
KNKX,2800,200,CON,1,10,111,32.8684,-117.136,28,291,32.8657,-117.127
KNKX,100,100,concrete,0,H1,225,32.87424,-117.15633,,,,
KNKX,100,100,concrete,0,H2,225,32.8736,-117.15738,,,,
KNKX,100,100,concrete,0,H3,225,32.87235,-117.15621,,,,
KNLC,13502,200,CON,0,14L,156,36.3642,-119.961,32R,336,36.3303,-119.942
KNLC,13501,200,CON,0,14R,156,36.336,-119.962,32L,336,36.3021,-119.944
KNMM,8003,200,CON,0,01L,9,32.5304,-88.5711,19R,189,32.5522,-88.567
KNMM,8000,200,CON,0,01R,9,32.5597,-88.5524,19L,189,32.5815,-88.5483
KNMM,6402,200,CON,0,10,99,32.5489,-88.5545,28,279,32.5461,-88.5339
KNOG,8000,200,PEM,0,01,14.6,27.8848,-98.0487,19,194.6,27.9061,-98.0425
KNOG,8001,200,PEM,0,13,134.7,27.9059,-98.0503,31,314.7,27.8904,-98.0327
KNOW,4500,150,ASP,0,07,94,48.1417,-123.423,25,274,48.1409,-123.405
KNPA,7136,200,ASP,0,01,6,30.342,-87.3216,19,186,30.3615,-87.3191
KNPA,8001,200,ASP,0,07L,68,30.3508,-87.3291,25R,248,30.3589,-87.3055
KNPA,8000,200,ASP,0,07R,68,30.349,-87.3283,25L,248,30.3571,-87.3047
KNQA,8001,150,PEM,0,04,38.9,35.3481,-89.8789,22,218.9,35.3652,-89.862
KNQA,4850,150,PEM,1,14,142.2,35.3594,-89.8725,32,322.3,35.3489,-89.8626
KNQA,4250,200,PEM,1,18,185.6,35.3568,-89.8628,36,5.6,35.3452,-89.8642
KNQB,2915,150,ASP,0,05,43,30.56,-87.8107,23,223,30.5657,-87.8045
KNQB,3000,150,ASP,0,09,91,30.5648,-87.8138,27,271,30.5647,-87.8038
KNQB,2915,150,ASP,0,16,157,30.5645,-87.8135,34,337,30.5575,-87.81
KNQI,8000,198,PEM,0,13L,134.4,27.5139,-97.8153,31R,314.4,27.4986,-97.7976
KNQI,8000,198,PEM,0,13R,134.4,27.5126,-97.8168,31L,314.4,27.4972,-97.7991
KNQI,8000,197,PEM,0,17L,179.4,27.5144,-97.8085,35R,359.4,27.4924,-97.8082
KNQI,8000,198,PEM,0,17R,179.4,27.5144,-97.8106,35L,359.4,27.4924,-97.8104
KNQX,7001,150,PEM,0,04,32,24.5657,-81.6959,22,212,24.5822,-81.6849
KNQX,10001,200,PEM,0,08,73,24.5725,-81.7001,26,253,24.5805,-81.6713
KNQX,7000,150,PEM,0,14,131,24.579,-81.6923,32,311,24.5664,-81.6763
KNRA,5400,200,CON,0,14,156,48.195,-122.636,32,336,48.1817,-122.628
KNRB,8001,200,ASP,0,05,43,30.3833,-81.4332,23,223,30.3994,-81.4159
KNRN,2117,125,GRS,0,08,92,39.8458,-99.8979,26,272,39.8457,-99.8904
KNRN,4701,60,CON,0,16,164.5,39.8587,-99.8971,34,344.5,39.8463,-99.8927
KNRQ,1800,150,ASP,0,04L,39,30.625,-87.1436,22R,219,30.6289,-87.14
KNRQ,1800,150,ASP,0,04R,39,30.6217,-87.14,22L,219,30.6256,-87.1364
KNRQ,1800,150,ASP,0,09L,90,30.6275,-87.1428,27R,270,30.6275,-87.1372
KNRQ,1800,150,ASP,0,09R,90,30.6231,-87.1428,27L,270,30.6231,-87.1372
KNRQ,1800,150,ASP,0,13L,135,30.6286,-87.1403,31R,315,30.625,-87.1361
KNRQ,1800,150,ASP,0,13R,135,30.6256,-87.1439,31L,315,30.6219,-87.1397
KNRQ,1800,150,ASP,0,18L,180,30.6278,-87.1375,36R,360,30.6228,-87.1375
KNRQ,1800,150,ASP,0,18R,180,30.6278,-87.1425,36L,360,30.6228,-87.1425
KNRS,2241,151,CON,0,08,105.2,32.567,-117.114,26,285.2,32.5654,-117.107
KNRS,4998,336,PEM,0,09,105.1,32.5679,-117.123,27,285.1,32.5644,-117.107
KNSE,6003,200,ASP,0,05,47,30.7153,-87.033,23,227,30.7265,-87.019
KNSE,6000,200,ASP,1,09,94,30.7219,-87.0375,27,274,30.7208,-87.0186
KNSE,6001,200,ASP,0,14,137,30.7302,-87.0284,32,317,30.7182,-87.0154
KNSE,6000,200,ASP,1,18,180,30.7278,-87.0267,36,360,30.7117,-87.0267
KNSI,10002,200,PEM,0,12,132.6,33.2491,-119.47,30,312.6,33.2305,-119.446
KNTD,11102,200,ASP,0,03,44,34.10845,-119.13452,21,224,34.13046,-119.10911
KNTD,5502,200,ASP,0,09,105,34.12088,-119.1239,27,285,34.11696,-119.10634
KNTU,8000,150,CON,0,05L,42.1,36.8149,-76.0425,23R,222.1,36.8312,-76.0242
KNTU,12001,200,PEM,0,05R,42.1,36.8055,-76.0499,23L,222.1,36.8299,-76.0225
KNTU,8001,150,CON,0,14L,133.4,36.8346,-76.0373,32R,313.4,36.8193,-76.0173
KNTU,8000,200,PEM,0,14R,133.8,36.8332,-76.0386,32L,313.8,36.818,-76.0189
KNUC,9301,200,CON,0,06,67,33.0178,-118.602,24,247,33.0277,-118.574
KNUI,5000,150,ASP,0,08,66,38.1424,-76.4345,26,246,38.148,-76.4186
KNUI,5000,150,ASP,0,15,142,38.1525,-76.4358,33,322,38.1417,-76.425
KNUQ,9197,200,CON,0,14L,157.7,37.4289,-122.055,32R,337.7,37.4055,-122.043
KNUQ,8121,200,ASP,0,14R,157.7,37.4252,-122.055,32L,337.7,37.4046,-122.044
KNUW,7999,200,CON,0,07,87,48.3513,-122.673,25,267,48.3524,-122.64
KNUW,8001,200,CONC,0,14,155,48.3617,-122.663,32,335,48.3419,-122.648
KNVD,5000,75,ASP,0,02,26.5,37.8445,-94.3097,20,206.5,37.859,-94.3006
KNVD,2581,40,ASP,0,13,135.4,37.8554,-94.3073,31,315.4,37.8503,-94.301
KNVI,3000,3000,TURF,0,H1,,,,H1,,,
KNWL,4365,150,ASP,0,13,135.3,27.6417,-97.3167,31,315.3,27.6317,-97.3056
KNWL,5000,200,ASP,0,17,180,27.6417,-97.3067,35,360,27.6278,-97.3067
KNXP,8015,150,PSP,0,10,112.3,34.3003,-116.174,28,292.3,34.2919,-116.15
KNY0,4000,75,ASP,0,10,89,42.9981,-74.3371,28,269,42.9983,-74.3221
KNY2,3970,60,ASP,0,10,97,43.0841,-76.2904,28,277,43.0827,-76.2756
KNYG,4250,184,ASP,0,02,15,38.4979,-77.3069,20,195,38.5093,-77.3031
KNYL,13300,200,CON,0,03L,44.1,32.6368,-114.629,21R,224.1,32.663,-114.599
KNYL,9240,150,PEM,0,03R,44,32.6487,-114.613,21L,224,32.667,-114.592
KNYL,6146,150,PEM,0,08,89,32.6659,-114.606,26,269,32.6662,-114.586
KNYL,5710,150,PEM,0,17,179,32.6677,-114.604,35,359,32.652,-114.604
KNZX,4599,1300,GRS,0,09,90,30.6806,-86.9008,27,270,30.6806,-86.885
KNZY,7501,200,PEM,0,11,122,32.7023,-117.221,29,302,32.6914,-117.201
KNZY,8001,200,PEM,0,18,195.5,32.71,-117.212,36,15.5,32.6888,-117.219
KO02,4651,75,ASP,0,07,90,39.8185,-120.361,25,270,39.8185,-120.345
KO05,5320,120,GVL,0,05,70,40.2854,-121.247,23,250,40.2904,-121.23
KO05,5020,100,ASP,0,16,173,40.2892,-121.242,34,353,40.2753,-121.24
KO08,3000,60,ASP,0,13,151.1,39.1826,-121.996,31,331.1,39.1754,-121.991
KO09,3670,60,ASP,0,10,114.4,39.7919,-123.272,28,294.4,39.7878,-123.26
KO11,4208,60,ASP,0,17,178,35.7628,-94.6503,35,358,35.7511,-94.6497
KO15,2985,50,ASP,0,12,135.3,37.4903,-120.7,30,315.3,37.4845,-120.693
KO16,2783,75,ASP,0,18,196.2,40.0897,-123.812,36,16.2,40.0817,-123.815
KO20,3851,60,ASP,0,12,134.4,38.0953,-121.364,30,314.4,38.0878,-121.354
KO22,2607,50,TURF-G,0,11,134,38.03282,-120.42016,29,314,38.02823,-120.41453
KO22,4673,75,ASP,0,17,190,38.03668,-120.41163,35,10,38.0242,-120.41431
KO22,100,100,ASPH,0,H1,,,,H1,,,
KO22,78,78,ASPH,0,H2,,,,H2,,,
KO24,4090,50,ASPH-F,0,16,161.5,37.9636,-119.108,34,341.5,37.9531,-119.104
KO26,2391,90,Dirt,0,13,144,36.5921,-118.05696,31,323,36.58685,-118.05214
KO26,4000,60,ASP,0,16,180,36.5939,-118.052,34,360,36.5828,-118.052
KO26,30,30,ASPH-F,0,H1,,,,H1,,,
KO27,3013,75,ASP,0,10,111.5,37.7579,-120.805,28,291.5,37.7548,-120.795
KO28,3000,75,ASP,0,16,177,39.4553,-123.37,34,357,39.4469,-123.37
KO32,3300,50,ASP,0,15,168.6,36.6708,-119.451,33,348.6,36.6619,-119.449
KO35,3000,60,ASP,0,17,180,34.7094,-99.9085,35,360,34.7011,-99.9085
KO37,4500,60,ASP,0,15,165.6,39.7263,-122.148,33,345.7,39.7144,-122.144
KO41,3770,60,ASP,0,18,199.1,38.6787,-121.87,36,19.1,38.669,-121.874
KO42,2203,50,ASP,0,07,90,36.3989,-119.113,25,270,36.3989,-119.102
KO43,5800,75,ASP,0,01,25,38.9974,-119.162,19,205,39.0118,-119.153
KO46,5000,60,ASP,0,14,157,41.4814,-122.457,32,337.1,41.4686,-122.449
KO47,3600,60,ASP,0,17,180,35.4861,-96.7187,35,360,35.4786,-96.7187
KO52,3045,75,ASP,0,17,187,39.1278,-121.605,35,7,39.1195,-121.606
KO53,3007,60,ASP,0,17,180.1,36.7947,-97.749,35,0.1,36.7865,-97.749
KO54,3181,50,ASP,0,18,195.8,40.7496,-122.92,36,15.8,40.7418,-122.924
KO57,4239,60,ASP,0,16,180,38.2682,-119.226,34,360,38.2565,-119.226
KO59,4415,50,ASP,0,01,29.7,41.5475,-120.171,19,209.7,41.5581,-120.162
KO60,2909,60,ASP,0,14,155,38.7799,-122.995,32,335,38.7721,-122.99
KO61,4051,50,ASP,0,13,144,38.6885,-120.992,31,324,38.6795,-120.983
KO65,3000,60,ASP,0,17,179.9,36.1145,-98.3087,35,359.9,36.1062,-98.3087
KO69,3600,75,ASP,0,11,125,38.2607,-122.61,29,305,38.2549,-122.6
KO70,3401,60,ASP,0,01,22,38.3725,-120.796,19,202,38.3811,-120.792
KO79,3093,50,ASP,0,03,48.7,39.5781,-120.359,21,228.7,39.5839,-120.35
KO81,3577,44,ASP,0,11,128.6,41.8903,-121.365,29,308.6,41.8842,-121.354
KO86,3215,50,ASP,0,14,161.3,40.9869,-122.696,32,341.3,40.9789,-122.692
KO88,4199,75,ASP,0,07,86,38.1934,-121.71,25,266,38.1943,-121.695
KO88,2199,60,ASP,0,15,160,38.1953,-121.708,33,340,38.1896,-121.705
KO89,5000,75,ASP,0,02,33.1,41.0147,-121.437,20,213.1,41.0231,-121.43
KOAJ,7100,150,ASP,0,05,44,34.8222,-77.6204,23,224,34.8361,-77.6039
KOAK,5457,150,ASP,0,10L,112.2,37.7305,-122.222,28R,292.2,37.7248,-122.205
KOAK,6213,150,ASP,0,10R,112,37.7287,-122.226,28L,292,37.7223,-122.206
KOAK,10520,150,ASP,0,12,130,37.7191,-122.241,30,310,37.7015,-122.214
KOAK,3376,75,ASP,0,15,165,37.7403,-122.223,33,345,37.7314,-122.22
KOAR,3483,75,ASP,0,11,123.2,36.6841,-121.767,29,303.2,36.6797,-121.758
KOBE,5000,100,ASP,0,05,44,27.2589,-80.8542,23,224,27.2689,-80.8433
KOBE,4001,75,ASP,0,14,135,27.2667,-80.8542,32,315,27.2589,-80.8456
KOBI,3304,75,ASP,0,01,360,39.214,-74.7972,19,180,39.223,-74.7972
KOBI,3074,75,ASPH-G,0,13,120,39.2219,-74.7972,31,300,39.2176,-74.7878
KOCF,3009,50,ASP,0,08,80,29.1794,-82.2314,26,260,29.1808,-82.2221
KOCF,7467,150,ASP,0,18,180,29.1788,-82.2231,36,360,29.1598,-82.223
KOCH,3610,75,ASP,1,15,153.9,31.5828,-94.7113,33,333.9,31.5739,-94.7062
KOCH,5000,75,ASP,0,18,184.5,31.5846,-94.7095,36,4.5,31.5709,-94.7108
KOCQ,1840,150,GRS,0,04,40,44.8733,-87.9129,22,220,44.8772,-87.9083
KOCQ,3199,75,ASP,0,11,110,44.875,-87.9149,29,290,44.8721,-87.9032
KOCW,5000,100,ASP,0,05,37,35.5667,-77.0564,23,217,35.5777,-77.0463
KOCW,4000,150,ASP,1,11,92,35.5671,-77.0566,29,272,35.5666,-77.0432
KOCW,5000,75,ASP,0,17,155.2,35.5779,-77.0517,35,335.2,35.5654,-77.0446
KODO,5703,75,ASP,0,02,30,31.9141,-102.393,20,210,31.9277,-102.384
KODO,6200,100,ASP,0,11,120,31.9212,-102.388,29,300,31.9166,-102.378
KODO,5003,75,ASP,0,16,165,31.928,-102.391,34,345,31.9147,-102.387
KODX,4721,75,CON,0,13,136.1,41.6287,-98.9581,31,316.1,41.6198,-98.9466
KODX,2012,218,GRE,0,17,179.1,41.6247,-98.9501,35,359.1,41.6189,-98.95
KOEA,2350,120,GRS,0,03,25.7,38.6875,-87.5548,21,205.7,38.6933,-87.5512
KOEA,3450,150,GRS,0,09,90,38.6878,-87.5591,27,270,38.6878,-87.5469
KOEA,2625,135,GRS,0,14,141.9,38.694,-87.5524,32,321.9,38.6883,-87.5467
KOEB,3500,75,ASP,0,04,34,41.931,-85.0517,22,214,41.939,-85.0446
KOEB,5350,75,ASP,0,07,64,41.9295,-85.0641,25,244,41.936,-85.0465
KOEB,2399,190,GRS,0,16,162,41.9364,-85.053,34,342,41.9301,-85.0503
KOEL,2153,110,GRS,0,08,90,39.1158,-100.821,26,270,39.1158,-100.813
KOEL,5000,75,ASP,0,16,169,39.1167,-100.818,34,349,39.1032,-100.815
KOEO,2065,150,GRS,0,04,45.1,45.3102,-92.6978,22,225.1,45.3146,-92.6916
KOEO,5006,75,ASP,0,10,103.8,45.3098,-92.6974,28,283.8,45.3074,-92.683
KOFF,11700,300,Ashphalt,1,12,129,41.1295,-95.9247,30,309,41.1092,-95.8917
KOFK,5801,100,ASP,0,02,19,41.9776,-97.4375,20,199,41.9926,-97.4304
KOFK,5806,100,ASP,0,14,142,41.9921,-97.4428,32,322,41.9795,-97.4297
KOFP,5402,100,ASP,0,16,149.7,37.7153,-77.4414,34,329.7,37.7025,-77.4319
KOGA,5102,75,CON,0,08,89.9,41.1178,-101.781,26,269.9,41.1178,-101.763
KOGA,3700,60,ASP,0,13,144.3,41.1259,-101.771,31,324.3,41.1177,-101.763
