iata,icao,name,lat,lon
CQS,SWCQ,Costa Marques Airport,-12.4211,-64.2516
DMT,SWDM,Diamantino Airport,-14.3769,-56.4004
DNO,SWDN,Dianópolis Airport,-11.5954,-46.8467
ERN,SWEI,Eirunepé Airport,-6.6395,-69.8797
CQA,SWEK,Canarana Airport,-13.5765,-52.2683
SXO,SWFX,São Félix do Araguaia Airport,-11.6324,-50.6896
GRP,SWGI,Gurupi Airport,-11.7396,-49.1322
AUX,SWGN,Araguaína Airport,-7.2279,-48.2405
GGB,SWHP,Frederico Carlos Müller Airport,-14.0200,-52.1520
HUW,SWHT,Humaitá Airport,-7.5321,-63.0721
IPG,SWII,Ipiranga Airport,-2.9401,-69.6943
IDO,SWIY,Santa Izabel do Morro Airport,-11.5723,-50.6662
JIA,SWJN,Juína Airport,-11.4194,-58.7017
JTI,SWJW,Jataí Airport,-17.8299,-51.7730
CCX,SWKC,Cáceres Airport,-16.0436,-57.6299
CIZ,SWKO,Danilson Municipal Airport,-4.1341,-63.1326
NSR,SWKQ,Serra da Capivara Airport,-9.0834,-42.6447
TLZ,SWKT,Catalão Airport,-18.2168,-47.8997
LBR,SWLB,Lábrea Airport,-7.2790,-64.7695
RVD,SWLC,General Leite de Castro Airport,-17.8347,-50.9561
MBZ,SWMW,Maués Airport,-3.3722,-57.7248
NVP,SWNA,Novo Aripuanã Airport,-5.1180,-60.3649
BCR,SWNK,Novo Campo Airport,-8.8346,-67.3125
NQL,SWNQ,Niquelândia Airport,-14.4349,-48.4916
APS,SWNS,Anápolis Airport,-16.3636,-48.9288
FBA,SWOB,Fonte Boa Airport,-2.5326,-66.0832
PIN,SWPI,Parintins Airport,-2.6735,-56.7776
PBQ,SWPM,Pimenta Bueno Airport,-11.6416,-61.1791
PBX,SWPQ,Fazenda Piraguassu Airport,-10.8593,-51.6882
IRZ,SWTP,Tapuruquara Airport,-0.3786,-64.9926
TGQ,SWTS,Tangará da Serra Airport,-14.6620,-57.4437
AZL,SWTU,Fazenda Tucunaré Airport,-13.4655,-58.8669
SQM,SWUA,São Miguel do Araguaia Airport,-13.3313,-50.1976
VLP,SWVC,Vila Rica Airport,-9.9811,-51.1404
MBK,SWXM,Orlando Villas Boas Regional Airport,-10.1704,-54.9540
NOK,SWXV,Xavantina Airport,-14.6978,-52.3472
IUP,SWYN,Apuí Airport,-7.1728,-59.8396
ITI,SWZL,Fazenda Americana Airport,-18.1476,-41.7150
SXP,SXP,Nunam Iqua Airport,62.5206,-164.8480
AHL,SYAH,Aishalton Airport,2.4740,-59.3208
NAI,SYAN,Annai Airport,3.9594,-59.1242
SYB,SYB,Seal Bay Seaplane Base,58.3733,-152.2018
BMJ,SYBR,Baramita Airport,7.3711,-60.4893
GFO,SYBT,Bartica A Airport,6.3589,-58.6552
GEO,SYCJ,Cheddi Jagan International Airport,6.4985,-58.2541
SYF,SYF,Silva Bay Seaplane Base,49.1510,-123.6980
OGL,SYEC,Eugene F. Correia International Airport,6.8059,-58.1077
IMB,SYIB,Imbaimadai Airport,5.7081,-60.2942
KAI,SYKA,Kaieteur Airport,5.1773,-59.4890
KAR,SYKM,Kamarang Airport,5.8653,-60.6142
KRM,SYKR,Karanambo Airport,3.7526,-59.3090
KRG,SYKS,Karasabai Airport,4.0301,-59.5475
KTO,SYKT,Kato Airport,4.6492,-59.8322
KKG,SYKZ,Konawaruk Airport,5.2684,-58.9950
SYL,SYL,Roberts Army Heliport,35.8150,-120.7440
LUB,SYLP,Lumid Pau Airport,2.3939,-59.4410
LTM,SYLT,Lethem Airport,3.3728,-59.7894
USI,SYMB,Mabaruma Airport,8.2002,-59.7780
MHA,SYMD,Mahdia Airport,5.2728,-59.1493
VEG,SYMK,Maikwak Airport,4.8982,-59.8170
MYM,SYMM,Monkey Mountain Airport,4.4523,-59.6031
MWJ,SYMR,Matthews Ridge Airport,7.4877,-60.1852
QSX,SYNA,New Amsterdam Airport,6.2443,-57.4742
ORJ,SYOR,Orinduik Airport,4.7253,-60.0350
PKM,SYPK,Port Kaituma Airport,7.7422,-59.8826
PIQ,SYPL,Pipillipai Airport,5.3567,-60.3810
PMT,SYPM,Paramakatoi Airport,4.6996,-59.7138
PRR,SYPR,Paruima Airport,5.8172,-61.0555
SDC,SYSC,Sand Creek Airport,2.9913,-59.5100
SKM,SYSK,Skeldon Airport,5.8597,-57.1490
ANU,TAPA,V. C. Bird International Airport,17.1367,-61.7927
BGI,TBPB,Grantley Adams International Airport,13.0747,-59.4910
TBV,TBV,Tabal Airstrip,8.3027,171.1615
TCT,PPCT,Takotna Airport,62.9932,-156.0290
DCF,TDCF,Canefield Airport,15.3367,-61.3921
DOM,TDPD,Douglas-Charles Airport,15.5467,-61.3011
DSD,TFFA,La Désirade Airport,16.2969,-61.0844
BBR,TFFB,Basse-Terre Baillif Airport,16.0136,-61.7429
SFC,TFFC,St-François Airport,16.2578,-61.2625
FDF,TFFF,Martinique Aimé Césaire International Airport,14.5910,-61.0032
SFG,TFFG,Grand Case-l'Espérance Airport,18.1001,-63.0474
SBH,TFFJ,St. Jean Airport,17.9044,-62.8433
GBJ,TFFM,Marie-Galante Airport,15.8689,-61.2701
PTP,TFFR,Maryse Condé International Airport,16.2654,-61.5328
LSS,TFFS,Terre-de-Haut Airport,15.8644,-61.5806
GND,TGPY,Maurice Bishop International Airport,12.0040,-61.7853
CRU,TGPZ,Lauriston Airport,12.4761,-61.4728
THW,THW,Trincomalee Harbor Waterdrome,8.5600,81.2200
STT,TIST,Cyril E. King Airport,18.3371,-64.9773
STX,TISX,Henry E. Rohlsen Airport,17.7014,-64.8026
ARE,TJAB,Antonio Nery Juarbe Pol Airport,18.4508,-66.6758
BQN,TJBQ,Rafael Hernández International Airport,18.4949,-67.1294
TJC,TJC,Ticantiquí Airport,9.4185,-78.4896
CPX,TJCP,Benjamin Rivera Noriega Airport,18.3130,-65.3039
SIG,TJIG,Fernando Luis Ribas Dominicci Airport,18.4568,-66.0981
MAZ,TJMZ,Eugenio Maria De Hostos Airport,18.2557,-67.1485
PSE,TJPS,Mercedita International Airport,18.0083,-66.5630
NRR,TJRV,José Aponte de la Torre Airport,18.2473,-65.6398
SJU,TJSJ,Luis Munoz Marin International Airport,18.4394,-66.0018
VQS,TJVQ,Antonio Rivera Rodriguez Airport,18.1348,-65.4936
TKE,TKE,Tenakee Seaplane Base,57.7797,-135.2180
TKL,PTFK,Taku Lodge Seaplane Base,58.4916,-133.9416
SKB,TKPK,Robert L. Bradshaw International Airport,17.3108,-62.7191
NEV,TKPN,Vance W. Amory International Airport,17.2057,-62.5899
SLU,TLPC,George F. L. Charles Airport,14.0202,-60.9929
UVF,TLPL,Hewanorra International Airport,13.7332,-60.9526
TLT,TLT,Tuluksak Airport,61.0870,-160.9228
BKN,UTAN,Balkanabat International Airport,39.6811,54.2060
AUA,TNCA,Queen Beatrix International Airport,12.5011,-70.0143
BON,TNCB,Flamingo International Airport,12.1310,-68.2685
CUR,TNCC,Hato International Airport,12.1889,-68.9598
EUX,TNCE,F. D. Roosevelt Airport,17.4965,-62.9794
SXM,TNCM,Princess Juliana International Airport,18.0410,-63.1089
SAB,TNCS,Juancho E. Yrausquin Airport,17.6453,-63.2205
TOK,TOK,Torokina Airport,-6.2015,155.0630
TOV,TOV,Tortola West End Seaplane Base,18.4500,-64.5833
TPT,TPT,Tapeta Airport,6.4948,-8.8730
AXA,TQPF,Clayton J. Lloyd International Airport,18.2048,-63.0538
XXX,XXXX,Serik Bus Station Helipad,36.9133,31.0837
MNI,TRPG,John A. Osborne Airport,16.7918,-62.1932
TSG,TSG,Tanacross Airport,63.3744,-143.3360
TSI,TSI,Tsile Tsile Airport,-6.8498,146.3554
TAB,TTCP,A.N.R. Robinson International Airport,11.1496,-60.8313
POS,TTPP,Piarco International Airport,10.5953,-61.3376
TTW,TTW,Tissa Tank Waterdrome,6.2876,81.2906
TUJ,TUJ,Tum Airport,6.2600,35.5184
NGD,TUPA,Captain Auguste George Airport,18.7277,-64.3285
EIS,TUPJ,Terrance B. Lettsome International Airport,18.4455,-64.5417
VIJ,TUPW,Virgin Gorda Airport,18.4466,-64.4279
SVD,TVSA,Argyle International Airport,13.1597,-61.1488
BQU,TVSB,J F Mitchell Airport,12.9884,-61.2620
CIW,TVSC,Canouan Airport,12.6990,-61.3424
MQS,TVSM,Mustique Airport,12.8879,-61.1802
UNI,TVSU,Union Island International Airport,12.6001,-61.4119
TWC,ZWTS,Tumxuk Tangwangcheng Airport,39.8867,79.2334
TWH,TWH,Two Harbors Amphibious Terminal,33.4322,-118.5086
BDA,TXKF,L.F. Wade International Airport,32.3638,-64.6782
TYE,TYE,Tyonek Airport,61.0766,-151.1314
GIT,TZ-GIT,Mchauru Airport,-2.8137,32.1725
TZO,TZO,Tsimiroro Airport,-18.3451,45.0156
DBS,U41,Dubois Municipal Airport,44.1621,-112.2206
MXR,UA-0049,Myrhorod Air Base,49.9320,33.6410
KHU,UA-0050,Kakhnovka Airfield,49.1368,33.4779
KCP,UA-0107,Kam'yanets'-Podil's'kyi Airfield,48.6956,26.6095
ALA,UAAA,Almaty International Airport,43.3543,77.0428
BXH,UAAH,Balkhash Airport,46.8942,75.0045
USJ,UAAL,Usharal Airport,46.1908,80.8309
BXJ,UAAR,Boralday Airport,43.3521,76.8830
TDK,UAAT,Taldykorgan Airport,45.1225,78.4428
NQZ,UACC,Nursultan Nazarbayev International Airport,51.0270,71.4671
KOV,UACK,Kokshetau International Airport,53.3291,69.5946
PPK,UACP,Petropavl International Airport,54.7756,69.1874
DMB,UADD,Taraz International Airport,42.8536,71.3036
BSZ,UCFM,Manas International Airport,43.0613,74.4776
OSS,UCFO,Osh International Airport,40.6090,72.7933
IKG,UCFK,Karakol International Airport,42.5081,78.4078
CIT,UAII,Shymkent International Airport,42.3650,69.4756
HSA,UAIT,Hazrat Sultan International Airport,43.3111,68.5504
DZN,UAKD,Zhezkazgan National Airport,47.7090,67.7381
KGF,UAKK,Sary-Arka Airport,49.6708,73.3344
BXY,UAOL,Baikonur Krayniy International Airport,45.6220,63.2108
KZO,UAOO,Korkyt Ata International Airport,44.7069,65.5925
URA,UARR,Manshuk Mametova International Airport,51.1520,51.5437
EKB,UASB,Ekibastuz Airport,51.5910,75.2150
UKK,UASK,Oskemen International Airport,50.0350,82.4961
PWQ,UASP,Pavlodar International Airport,52.1950,77.0731
PLX,UASS,Semei International Airport,50.3513,80.2344
SZI,UASZ,Zaysan Airport,47.4875,84.8877
SCO,UATE,Aktau International Airport,43.8601,51.0909
GUW,UATG,Atyrau International Airport,47.1213,51.8203
AKX,UATT,Aktobe International Airport,50.2481,57.2041
AYK,UAUR,Arkalyk North Airport,50.3186,66.9528
KSN,UAUU,Kostanay International Airport,53.2069,63.5503
GYD,UBBB,Heydar Aliyev International Airport,40.4728,50.0509
FZL,UBBF,Fuzuli International Airport,39.5946,47.1961
GNJ,UBBG,Ganja International Airport,40.7387,46.3204
LLK,UBBL,Lankaran International Airport,38.7579,48.8070
NAJ,UBBN,Nakhchivan International Airport,39.1888,45.4584
GBB,UBBQ,Gabala International Airport,40.8086,47.7254
ZTU,UBBY,Zaqatala International Airport,41.5578,46.6695
ZZE,UBBZ,Zangilan International Airport,39.1144,46.7439
YLV,UBEE,Yevlakh Airport,40.6319,47.1419
LHL,UBLC,Lachin International Airport,39.8838,46.3631
IKU,UCFL,Issyk-Kul International Airport,42.5856,76.7012
LWN,UDSG,Shirak International Airport,40.7504,43.8593
EVN,UDYZ,Zvartnots International Airport,40.1489,44.3979
BQJ,UEBB,Batagay Airport,67.6480,134.6950
SUK,UEBS,Sakkyryr Airport,67.7920,130.3940
UKG,UEBT,Ust-Kuyga Airport,70.0110,135.6450
TLK,UECT,Talakan Airport,59.8764,111.0444
ADH,UEEA,Aldan Airport,58.6028,125.4090
YKS,UEEE,Platon Oyunsky Yakutsk International Airport,62.0933,129.7710
NER,UELL,Chulman Airport,56.9139,124.9140
MQJ,UEMA,Moma Airport,66.4509,143.2616
KDY,UEMH,Typliy Klyuch Airport,62.7890,136.8550
GYG,UEMM,Magan Airport,62.1035,129.5453
OLZ,UEMO,Olyokminsk Airport,60.4018,120.4761
USR,UEMT,Ust-Nera Airport,64.5500,143.1150
UMS,UEMU,Ust-Maya Airport,60.3570,134.4350
VHV,UENI,Verkhnevilyuisk Airport,63.4581,120.2692
NYR,UENN,Nyurba Airport,63.2967,118.3420
SUY,UENS,Suntar Airport,62.1850,117.6350
VYI,UENW,Vilyuisk Airport,63.7567,121.6933
ULK,UERL,Lensk Airport,60.7206,114.8260
ONK,UERO,Olenyok Airport,68.5150,112.4800
PYJ,UERP,Polyarny Airport,66.4004,112.0300
MJZ,UERR,Mirny Airport,62.5347,114.0390
SYS,UERS,Saskylakh Airport,71.9279,114.0800
BGN,UESG,Belaya Gora Airport,68.5562,146.2278
SEK,UESK,Srednekolymsk Airport,67.4805,153.7364
CKH,UESO,Chokurdakh Airport,70.6231,147.9020
CYX,UESS,Cherskiy Airport,68.7406,161.3380
IKS,UEST,Tiksi Airport,71.6977,128.9030
ZKP,UESU,Zyryanka Airport,65.7485,150.8889
ZIX,UEVV,Zhigansk Airport,66.7965,123.3610
KXO,HUKI,Kisoro Airport,-1.2837,29.7197
KHX,UG-0002,Savannah Airstrip,-0.7165,29.6997
OYG,UG-OYG,Moyo Airport,3.6444,31.7628
UGB,UGB,Ugashik Bay Airport,57.4241,-157.7448
KUT,UGKO,David the Builder Kutaisi International Airport,42.1774,42.4854
BUS,UGSB,Alexander Kartveli Batumi International Airport,41.6094,41.6003
SUI,UGSS,Vladislav Ardzinba Sukhum International Airport,42.8582,41.1281
TBS,UGTB,Tbilisi International Airport,41.6692,44.9547
BQS,UHBB,Ignatyevo Airport,50.4254,127.4120
EYA,UHBE,Zeya Airport,53.6870,127.0910
TYD,UHBW,Tynda Airport,55.2849,124.7790
KHV,UHHH,Khabarovsk Novy Airport,48.5283,135.1886
KXK,UHKK,Komsomolsk-on-Amur Airport,50.4090,136.9340
GVN,UHKM,Sovetskaya Gavan (Maygatka) Airport,48.9251,140.0353
DYR,UHMA,Ugolny Yuri Ryktheu Airport,64.7349,177.7410
PVS,UHMD,Provideniya Bay Airport,64.3781,-173.2430
KPW,UHMK,Keperveem Airport,67.8450,166.1400
GDX,UHMM,Sokol Airport,59.9110,150.7200
KVM,UHMO,Markovo Airport,64.6654,170.4176
PWE,UHMP,Pevek Airport,69.7833,170.5970
SWV,UHMW,Severo-Evensk Airport,61.9218,159.2291
BQG,UHNB,Bogorodskoye Airport,52.3810,140.4494
NLI,UHNN,Nikolayevsk-na-Amure Airport,53.1550,140.6500
OHO,UHOO,Okhotsk Airport,59.4101,143.0565
PKC,UHPP,Yelizovo Airport,53.1687,158.4511
BVV,UHSB,Burevestnik Airport,44.9200,147.6220
OHH,UHSH,Okha Airport,53.5164,142.8814
ITU,UHSI,Iturup Airport,45.2564,147.9555
EKS,UHSK,Shakhtyorsk Airport,49.1903,142.0830
DEE,UHSM,Yuzhno-Kurilsk Mendeleyevo Airport,43.9611,145.6850
NGK,UHSN,Nogliki Airport,51.7840,143.1418
ZZO,UHSO,Zonalnoye Airport,50.6699,142.7601
UUS,UHSS,Yuzhno-Sakhalinsk International Airport,46.8855,142.7175
AEM,UHTG,Amgu Airport,45.8413,137.6736
ETL,UHTQ,Svetlaya Airport,46.5417,138.3217
EDN,UHWE,Yedinka Airport,47.1782,138.6574
KVR,UHWK,Kavalerovo Airport,44.2726,135.0290
TLY,UHWP,Plastun Airport,44.8150,136.2920
NEI,UHWT,Terney Airport,45.0825,136.5912
VVO,UHWW,Vladivostok International Airport,43.3963,132.1482
HTA,UIAA,Chita-Kadala International Airport,52.0248,113.3058
CZR,UIAR,Chara Airport,56.9144,118.2701
BTK,UIBB,Bratsk Airport,56.3696,101.7018
UIK,UIBS,Ust-Ilimsk Airport,58.1354,102.5561
IKT,UIII,Irkutsk International Airport,52.2667,104.3956
ODO,UIKB,Bodaybo Airport,57.8661,114.2430
ERG,UIKE,Yerbogachen Airport,61.2750,108.0300
KCK,UIKK,Kirensk Airport,57.7730,108.0640
RZH,UIKP,Preobrazheniye Airport,42.9217,133.9044
UKX,UITT,Ust-Kut Airport,56.8567,105.7300
NZG,UIUN,Nizhneangarsk International Airport,55.8008,109.5950
UUD,UIUU,Baikal International Airport,51.8086,107.4397
KBP,UKBB,Boryspil International Airport,50.3450,30.8947
KRQ,UKCK,Kramatorsk Airport,48.7068,37.6309
MPW,UKCM,Mariupol International Airport,47.0761,37.4496
ERD,UKDB,Berdyansk Airport,46.8150,36.7581
DNK,UKDD,Dnipro International Airport,48.3572,35.1006
OZH,UKDE,Zaporizhzhia International Airport,47.8670,35.3147
KWG,UKDR,Kryvyi Rih International Airport,48.0433,33.2100
UKS,UKFB,Sevastopol International Airport / Belbek Air Base,44.6918,33.5746
SIP,UKFF,Simferopol International Airport,45.0522,33.9751
KHC,UKFK,Kerch Airport,45.3725,36.4014
UKH,UKH,Mukhaizna Airport,19.3864,56.4014
HRK,UKHH,Kharkiv International Airport,49.9269,36.2908
PLV,UKHP,Suprunovka Airport,49.5686,34.3972
UMY,UKHS,Sumy Airport,50.8583,34.7625
CKC,UKKE,Cherkasy International Airport,49.4156,31.9953
KGO,UKKG,Kirovograd Airport,48.5428,32.2850
ZTR,UKKV,Zhytomyr Airport,50.2706,28.7386
UCK,UKLC,Lutsk Airport,50.6784,25.4872
HMJ,UKLH,Khmelnytskyi Airport,49.3597,26.9334
IFO,UKLI,Ivano-Frankivsk International Airport,48.8842,24.6861
LWO,UKLL,Lviv International Airport,49.8125,23.9561
CWC,UKLN,Chernivtsi International Airport,48.2593,25.9808
RWN,UKLR,Rivne International Airport,50.6071,26.1416
TNL,UKLT,Ternopil International Airport,49.5242,25.7001
UDJ,UKLU,Uzhhorod International Airport,48.6343,22.2634
KHE,UKOH,Kherson International Airport,46.6758,32.5064
ODS,UKOO,Odesa International Airport,46.4272,30.6726
VIN,UKWW,Vinnytsia/Gavyryshivka International Airport,49.2425,28.6138
ARH,ULAA,Talagi Airport,64.6003,40.7167
VKV,ULAH,Vaskovo Airport,64.4417,40.4217
LDG,ULAL,Leshukonskoye Airport,64.8960,45.7230
NNM,ULAM,Naryan Mar Airport,67.6400,53.1219
CSH,ULAS,Solovki Airport,65.0300,35.7306
AMV,ULDD,Amderma Airport,69.7633,61.5564
VRI,ULDW,Varandey Airport,68.8485,58.2014
KSZ,ULKK,Kotlas Airport,61.2358,46.6975
LED,ULLI,Pulkovo Airport,59.8003,30.2625
MMK,ULMM,Emperor Nicholas II Murmansk Airport,68.7817,32.7508
PKV,ULOO,Princess Olga Pskov International Airport,57.7813,28.3938
PES,ULPB,Petrozavodsk Airport,61.8852,34.1547
CEE,ULWC,Cherepovets Airport,59.2736,38.0158
VUS,ULWU,Velikiy Ustyug Airport,60.7883,46.2600
VGD,ULWW,Vologda Airport,59.2825,39.9444
BQT,UMBB,Brest International Airport,52.1081,23.8968
GME,UMGG,Gomel Airport,52.5270,31.0167
VTB,UMII,Vitebsk Vostochny Airport,55.1265,30.3496
KGD,UMKK,Khrabrovo Airport,54.8916,20.5986
GNA,UMMG,Hrodna Airport,53.6020,24.0538
MSQ,UMMS,Minsk National Airport,53.8881,28.0400
MVQ,UMOO,Mogilev Airport,53.9549,30.0951
ABA,UNAA,Abakan International Airport,53.7400,91.3850
BAX,UNBB,Barnaul Gherman Titov International Airport,53.3613,83.5397
RGK,UNBG,Gorno-Altaysk Airport,51.9692,85.8365
KEJ,UNEE,Alexei Leonov Kemerovo International Airport,55.2701,86.1072
BKA,UNIB,Baykit Airport,61.6767,96.3550
EIE,UNII,Yeniseysk Airport,58.4742,92.1125
YAE,UNIJ,Yartsevo Airport,60.2550,90.1950
TGP,UNIP,Podkamennaya Tunguska Airport,61.5897,89.9940
VEO,UNIS,Severo-Yeniseysk Airport,60.3733,93.0117
GOY,UNIT,Tura Mountain Airport,64.3335,100.4329
VAQ,UNIW,Vanavara Airport,60.3562,102.3096
BGS,UNKB,Boguchany Airport,58.3806,97.4723
KNY,UNKI,Kodinsk Airport,58.4794,99.0939
KJA,UNKL,Krasnoyarsk International Airport,56.1757,92.4858
KCY,UNKM,Krasnoyarsk Cheremshanka Airport,56.1776,92.5459
ACS,UNKS,Achinsk Airport,56.2692,90.5751
KYZ,UNKY,Kyzyl Airport,51.6694,94.4006
OVB,UNNT,Novosibirsk Tolmachevo Airport,55.0198,82.6187
OMS,UNOO,Omsk Central Airport,54.9631,73.3124
SWT,UNSS,Strezhevoy Airport,60.7094,77.6600
TOF,UNTT,Tomsk Kamov Airport,56.3803,85.2083
NOZ,UNWW,Spichenkovo Airport,53.8114,86.8772
DKS,UODD,Dikson Airport,73.5178,80.3797
HTG,UOHH,Khatanga Airport,71.9781,102.4910
SES,UOIG,Svetlogorsk Airport,66.8400,88.4033
IAA,UOII,Igarka Airport,67.4372,86.6219
NSK,UOOO,Alykel International Airport,69.3080,87.3259
THX,UOTT,Turukhansk Airport,65.7972,87.9353
AAQ,URKA,Anapa Vityazevo Airport,45.0021,37.3473
GDZ,URKG,Gelendzhik Airport,44.5821,38.0125
KRR,URKK,Krasnodar Pashkovsky International Airport,45.0345,39.1742
GRV,URMG,Akhmat Kadyrov Grozny International Airport,43.3881,45.6998
MCX,URML,Makhachkala Uytash International Airport,42.8168,47.6523
MRV,URMM,Mineralnye Vody Airport,44.2251,43.0819
NAL,URMN,Nalchik Airport,43.5129,43.6366
OGZ,URMO,Vladikavkaz Beslan International Airport,43.2051,44.6066
IGT,URMS,Magas Airport,43.3233,45.0126
STW,URMT,Stavropol Shpakovskoye Airport,45.1092,42.1128
ROV,URRP,Platov International Airport,47.4939,39.9247
TGK,URRT,Taganrog Yuzhny Airport,47.1983,38.8492
AER,URSS,Sochi International Airport,43.4499,39.9566
ASF,URWA,Astrakhan Narimanovo Boris M. Kustodiev International Airport,46.2828,48.0105
ESL,URWI,Elista Airport,46.3739,44.3309
VOG,URWW,Volgograd International Airport,48.7813,44.3392
BNH,US-0370,Cape Air Seaplanes on Boston Harbor Seaplane Base,42.3525,-71.0258
RTL,US-0F3,Spirit Lake Municipal Airport,43.3875,-95.1392
FWL,US-12647,Farewell Airport,62.5093,-153.8923
CRO,US-12648,Corcoran Airport,36.1027,-119.5948
HLM,US-12649,Park Township Airport,42.7959,-86.1620
XFT,KBPD,Big Pine Sands STOLGround,24.7237,-81.3879
PQS,US-8450,Pilot Station Airport,61.9617,-162.9419
CEK,USCC,Kurchatov Chelyabinsk International Airport,55.3031,61.5049
MQF,USCM,Magnitogorsk International Airport,53.3920,58.7552
SBT,USDA,Sabetta International Airport,71.2192,72.0522
BVJ,USDB,Bovanenkovo Airport,70.3153,68.3336
SLY,USDD,Salekhard Airport,66.5908,66.6110
YMK,USDK,Mys Kamenny Airport,68.4677,73.5967
KKQ,USDP,Krasnoselkup Airport,65.7170,82.4550
TQL,USDS,Tarko-Sale Airport,64.9305,77.8113
UEN,USDU,Urengoy Airport,65.9600,78.4370
EZV,USHB,Berezovo Airport,63.9210,65.0305
HMA,USHH,Khanty Mansiysk Airport,61.0285,69.0861
IRM,USHI,Igrim Airport,63.2004,64.4401
KXD,USHK,Kondinskoye Airport,59.6551,67.4300
NYA,USHN,Nyagan Airport,62.1100,65.6150
EYK,USHQ,Beloyarskiy Airport,63.6869,66.6986
OVS,USHS,Sovetskiy Airport,61.3266,63.6019
URJ,USHU,Uray Airport,60.1033,64.8267
IJK,USII,Izhevsk Airport,56.8345,53.4622
KVX,USKK,Pobedilovo Airport,58.5039,49.3478
NYM,USMM,Nadym Airport,65.4809,72.6989
NUX,USMU,Novy Urengoy Airport,66.0694,76.5203
NJC,USNN,Nizhnevartovsk Airport,60.9493,76.4836
PEE,USPP,Perm International Airport,57.9145,56.0212
KGP,USRK,Kogalym International Airport,62.1904,74.5338
NFG,USRN,Nefteyugansk Airport,61.1083,72.6500
NOJ,USRO,Noyabrsk Airport,63.1833,75.2700
SGC,USRR,Surgut International Airport,61.3405,73.4058
SVX,USSS,Koltsovo Airport,56.7431,60.8027
RMZ,USTJ,Tobolsk Remezov Airport,58.0597,68.3480
TOX,USTO,Tobolsk Airport,58.1358,68.2319
TJM,USTR,Roshchino International Airport,57.1790,65.3277
KRO,USUU,Kurgan Airport,55.4753,65.4156
GMV,UT25,Monument Valley Airport,37.0159,-110.2020
ASB,UTAA,Ashgabat International Airport,37.9868,58.3610
KEA,UTAE,Kerki Airport,37.8221,65.1353
KRW,UTAK,Turkmenbaşy International Airport,40.0628,53.0051
MYP,UTAM,Mary International Airport,37.6235,61.8957
TAZ,UTAT,Dashoguz International Airport,41.7599,59.8361
CRZ,UTAV,Türkmenabat International Airport,38.9307,63.5640
DYU,UTDD,Dushanbe International Airport,38.5437,68.8230
TJU,UTDK,Kulob International Airport,37.9881,69.8050
LBD,UTDL,Khujand International Airport,40.2154,69.6947
KQT,UTDT,Bokhtar International Airport,37.8663,68.8645
NMA,UZFN,Namangan International Airport,40.9846,71.5578
AZN,UZFA,Andijan International Airport,40.7277,72.2940
FEG,UZFF,Fergana International Airport,40.3588,71.7450
OQN,UZKK,Kokand Airport,40.4478,70.9911
MOK,UZNM,Muynak Airport,43.7536,59.0299
NCU,UZNN,Nukus International Airport,42.4884,59.6233
UGC,UZNU,Urgench International Airport,41.5827,60.6434
NVI,UZSA,Navoi International Airport,40.1176,65.1727
BHK,UZSB,Bukhara International Airport,39.7753,64.4823
KSQ,UZSK,Karshi Airport,38.8022,65.7731
AFS,UZSN,Sugraly Airport,41.6138,64.2330
SKD,UZSS,Samarkand International Airport,39.7018,66.9815
TMJ,UZST,Termez Airport,37.2873,67.3119
TVT,UZTP,Tashkent-Khumo International Airport,41.3129,69.3955
TAS,UZTT,Tashkent International Airport,41.2579,69.2812
OMN,UZTZ,Zomin Airport,40.0140,68.4110
UTU,UTU,Ustupu Airport,9.1283,-77.9337
KMW,UUBA,Kostroma Sokerkino Airport,57.7969,41.0194
KLF,UUBC,Grabtsevo Airport,54.5500,36.3667
IWA,UUBI,Ivanovo South Airport,56.9394,40.9408
RYB,UUBK,Staroselye Airport,58.1042,38.9294
BZK,UUBP,Bryansk International Airport,53.2144,34.1760
ZIA,UUBW,Zhukovsky International Airport,55.5533,38.1500
DME,UUDD,Domodedovo International Airport,55.4088,37.9063
IAR,UUDL,Golden Ring Yaroslavl International Airport,57.5607,40.1574
SVO,UUEE,Sheremetyevo International Airport,55.9769,37.4112
KLD,UUEM,Migalovo Air Base,56.8247,35.7577
CKL,UUMU,Chkalovskiy Air Base,55.8783,38.0617
EGO,UUOB,Belgorod International Airport,50.6438,36.5901
URS,UUOK,Kursk East Airport,51.7506,36.2956
LPK,UUOL,Lipetsk Airport,52.7028,39.5378
VOZ,UUOO,Voronezh International Airport,51.8143,39.2309
TBW,UUOT,Donskoye Airport,52.8061,41.4828
UUU,UUU,Manumu Airport,-9.0746,147.5735
VKO,UUWW,Vnukovo International Airport,55.5915,37.2615
UCT,UUYH,Ukhta Airport,63.5669,53.8047
INA,UUYI,Inta Airport,66.0534,60.1058
PEX,UUYP,Pechora Airport,65.1211,57.1308
USK,UUYS,Usinsk Airport,66.0047,57.3672
VKT,UUYW,Vorkuta Airport,67.4886,63.9931
UTS,UUYX,Ust-Tsylma Airport,65.4373,52.2003
SCW,UUYY,Syktyvkar Airport,61.6470,50.8451
GOJ,UWGG,Nizhny Novgorod / Strigino International Airport,56.2274,43.7852
UUA,UWKB,Bugulma Airport,54.6412,52.8002
KZN,UWKD,Kazan International Airport,55.6062,49.2787
NBC,UWKE,Begishevo Airport,55.5647,52.0925
JOK,UWKJ,Yoshkar-Ola Airport,56.7006,47.9047
