iata,icao,name,lat,lon
CSY,UWKS,Cheboksary Airport,56.0903,47.3473
ULV,UWLL,Ulyanovsk Baratayevka Airport,54.2702,48.2256
ULY,UWLW,Ulyanovsk Vostochny Airport,54.4010,48.8027
REN,UWOO,Orenburg Central Airport,51.7927,55.4572
OSW,UWOR,Orsk Airport,51.0725,58.5956
PEZ,UWPP,Penza Airport,53.1106,45.0211
SKX,UWPS,Saransk International Airport,54.1251,45.2123
BWO,UWSB,Balakovo Airport,51.8583,47.7456
GSV,UWSG,Gagarin International Airport,51.7128,46.1711
BCX,UWUB,Beloretsk Airport,53.9384,58.3401
OKT,UWUK,Oktyabrskiy Airport,54.4400,53.3883
UFA,UWUU,Ufa International Airport,54.5575,55.8744
KUF,UWWW,Kurumoch International Airport,53.5049,50.1643
RBZ,UZ-0124,Shahrisabz Southwest Airport,39.0301,66.7758
UZM,UZM,Hope Bay Aerodrome,68.1560,-106.6180
UZR,UASU,Urzhar Airport,47.0918,81.6682
REW,VA1G,Rewa Airport  Chorhata  REWA,24.5034,81.2203
DIU,VADU,Diu Airport,20.7142,70.9219
GDB,VAGD,Gondia Airport,21.5268,80.2903
AMD,VAAH,Sardar Vallabh Patel International Airport,23.0772,72.6347
AKD,VAAK,Akola Airport,20.6989,77.0569
IXU,VAAU,Aurangabad Airport,19.8629,75.3963
BOM,VABB,Chhatrapati Shivaji Maharaj International Airport,19.0887,72.8679
BHJ,VABJ,Bhuj Airport,23.2878,69.6702
IXG,VOBM,Belagavi Airport,15.8593,74.6183
BDQ,VABO,Vadodara International Airport,22.3362,73.2263
BHO,VABP,Raja Bhoj International Airport,23.2875,77.3374
BHU,VABV,Bhavnagar Airport,21.7522,72.1852
NMB,VADN,Daman Airport,20.4344,72.8432
GUX,VAGN,Guna Airport,24.6547,77.3473
HBX,VOHB,Hubballi Airport,15.3611,75.0821
HSR,VAHS,Rajkot International Airport,22.3788,71.0394
IDR,VAID,Devi Ahilya Bai Holkar International Airport,22.7214,75.8005
JLR,VAJB,Jabalpur Airport,23.1778,80.0520
JLG,VAJL,Jalgaon Airport,20.9627,75.6275
JGA,VAJM,Jamnagar Airport,22.4655,70.0126
IXY,VAKE,Kandla Airport,23.1127,70.1003
HJR,VAKJ,Khajuraho Airport,24.8172,79.9186
KLH,VAKP,Kolhapur Airport,16.6647,74.2894
IXK,VAKS,Keshod Airport,21.3171,70.2704
LTU,VALT,Murod Kond Airport,18.4115,76.4647
NDC,VAND,Nanded Airport,19.1833,77.3167
NAG,VANP,Dr. Babasaheb Ambedkar International Airport,21.0922,79.0472
ISK,VAOZ,Nashik International Airport,20.1191,73.9129
PNQ,VAPO,Pune International Airport,18.5821,73.9197
PBD,VAPR,Porbandar Airport,21.6495,69.6564
RTC,VARG,Ratnagiri Airport,17.0136,73.3278
RAJ,VARK,Rajkot Airport,22.3092,70.7795
RPR,VARP,Swami Vivekananda Airport,21.1804,81.7388
SAG,VASD,Shirdi International Airport,19.6892,74.3737
SSE,VASL,Solapur Airport,17.6280,75.9348
STV,VASU,Surat International Airport,21.1155,72.7433
UDR,VAUD,Maharana Pratap Airport,24.6177,73.8961
CMB,VCBI,Bandaranaike International Colombo Airport,7.1808,79.8841
ACJ,VCCA,Anuradhapura Airport,8.3015,80.4285
BTC,VCCB,Batticaloa International Airport,7.7051,81.6772
RML,VCCC,Colombo Ratmalana International Airport,6.8216,79.8859
ADP,VCCG,Ampara Airport,7.3367,81.6239
HIM,VCCH,Hingurakgoda Air Force Base,8.0498,80.9814
JAF,VCCJ,Jaffna International Airport,9.7923,80.0701
KCT,VCCK,Koggala Airport,5.9937,80.3203
KTY,VCCN,Katukurunda Air Force Base,6.5521,79.9775
GIU,VCCS,Sigiriya Air Force Base,7.9567,80.7285
TRR,VCCT,China Bay Airport,8.5392,81.1813
WRZ,VCCW,Weerawila Airport,6.2545,81.2352
HRI,VCRI,Mattala Rajapaksa International Airport,6.2839,81.1242
BBM,VDBG,Battambang Airport,13.0956,103.2240
KKZ,VDKK,Koh Kong Airport,11.6134,102.9971
MWV,VDMK,Mondulkiri Airport,12.4646,107.1880
PNH,VDPP,Phnom Penh International Airport,11.5472,104.8447
RBE,VDRK,Ratanakiri Airport,13.7300,106.9870
SAI,VDSA,Siem Reap-Angkor International Airport,13.3697,104.2238
KOS,VDSV,Sihanouk International Airport,10.5706,103.6321
KZD,VDSY,Krakor Airport,12.5385,104.1486
SFX,VE-0207,Macagua Airport,8.2788,-62.6652
SVV,VE-0208,San Salvador de Paul Airport,7.0000,-62.0000
ELX,VE-0222,El Tigre Airport,8.8335,-64.2083
AZH,VEAH,Azamgarh Airport,26.1533,83.1183
IXV,VEAN,Along Airport,28.1753,94.8020
IXA,VEAT,Agartala - Maharaja Bir Bikram Airport,23.8870,91.2404
IXB,VEBD,Bagdogra Airport,26.6812,88.3286
RGH,VEBG,Balurghat Airport,25.2617,88.7956
SHL,VEBI,Shillong Airport,25.7036,91.9787
VNS,VEBN,Lal Bahadur Shastri International Airport,25.4522,82.8625
BBI,VEBS,Biju Patnaik International Airport,20.2510,85.8147
PAB,VEBU,Bilaspur Airport,21.9884,82.1110
CCU,VECC,Netaji Subhash Chandra Bose International Airport,22.6540,88.4476
COH,VECO,Cooch Behar Airport,26.3305,89.4672
CWK,VECT,Chitrakoot Airport,25.1677,80.9358
DBD,VEDB,Dhanbad Airport,23.8340,86.4253
RDP,VEDG,Kazi Nazrul Islam Airport,23.6225,87.2430
DBR,VEDH,Darbhanga Airport,26.1928,85.9169
DGH,VEDO,Deoghar Airport,24.4468,86.7050
DEP,VEDZ,Daporijo Airport,27.9855,94.2228
GOP,VEGK,Gorakhpur Airport,26.7397,83.4497
GAU,VEGT,Lokpriya Gopinath Bordoloi International Airport,26.1067,91.5852
GAY,VEGY,Gaya Airport,24.7443,84.9512
IMF,VEIM,Bir Tikendrajit International Airport,24.7600,93.8967
JRG,VEJH,Jharsuguda Airport,21.9135,84.0504
PYB,VEJP,Jeypore Airport,18.8795,82.5525
IXW,VEJS,Sonari Airport,22.8137,86.1690
JRH,VEJT,Jorhat Airport,26.7305,94.1754
KBK,VEKI,Kushinagar International Airport,26.7765,83.8892
IXQ,VEKM,Kamalpur Airport,24.1343,91.8108
IXH,VEKR,Kailashahar Airport,24.3087,92.0077
IXS,VEKU,Silchar Airport,24.9129,92.9787
IXN,VEKW,Khowai Airport,24.0619,91.6039
AJL,VELP,Lengpui Airport,23.8406,92.6197
IXI,VELR,Lilabari North Lakhimpur Airport,27.2957,94.0973
LDA,VEMH,Malda Airport,25.0102,88.1269
DIB,VEMN,Dibrugarh Airport,27.4839,95.0169
DMU,VEMR,Dimapur Airport,25.8839,93.7711
MZU,VEMZ,Muzaffarpur Airport,26.1191,85.3137
IXT,VEPG,Pasighat Airport,28.0648,95.3370
PAT,VEPT,Jay Prakash Narayan Airport,25.5913,85.0880
IXR,VERC,Birsa Munda Airport,23.3143,85.3217
RRK,VERK,Rourkela Airport,22.2566,84.8152
RUP,VERU,Rupsi Airport,26.1419,89.9079
TEI,VETJ,Tezu Airport,27.9412,96.1344
TEZ,VETZ,Tezpur Airport,26.7091,92.7847
UKE,VEUK,Utkela Airport,20.0978,83.1833
VTZ,VOVZ,Visakhapatnam International Airport,17.7235,83.2277
ZER,VEZO,Ziro Airport,27.5883,93.8281
RAD,VG-0002,Road Town Seaplane Base,18.4183,-64.6174
BZL,VGBR,Barisal Airport,22.8010,90.3012
CXB,VGCB,Cox's Bazar Airport,21.4575,91.9633
CLA,VGCM,Comilla Airport,23.4401,91.1887
CGP,VGEG,Shah Amanat International Airport,22.2496,91.8133
DAC,VGHS,Hazrat Shahjalal International Airport,23.8433,90.3978
IRD,VGIS,Ishurdi Airport,24.1525,89.0494
JSR,VGJR,Jessore Airport,23.1838,89.1608
RJH,VGRJ,Shah Makhdum Airport,24.4372,88.6165
SPD,VGSD,Saidpur Airport,25.7592,88.9089
TKR,VGSG,Thakurgaon Airport,26.0164,88.4021
ZHM,VGSH,Shamshernagar Airport,24.3983,91.9169
ZYL,VGSY,Osmany International Airport,24.9640,91.8647
HKG,VHHH,Hong Kong International Airport,22.3118,113.9149
HHP,VHSS,Shun Tak Heliport,22.2889,114.1524
SPB,VI22,Charlotte Amalie Harbor Seaplane Base,18.3382,-64.9397
SSB,VI32,Christiansted Harbor Seaplane Base,17.7479,-64.7079
AGR,VIAG,Agra Airport / Agra Air Force Station,27.1580,77.9610
HRH,VIAH,Aligarh Airport,27.8614,78.1454
IXD,VEAB,Prayagraj Airport,25.4401,81.7339
ATQ,VIAR,Sri Guru Ram Das Ji International Airport,31.7096,74.7973
AIP,VIAX,Adampur Airport,31.4338,75.7588
BKB,VIBK,Nal Airport,28.0706,73.2072
KUU,VIBR,Kullu Manali Airport,31.8767,77.1544
BUP,VIBT,Bhatinda Air Force Station,30.2701,74.7558
BEK,VIBY,Bareilly Air Force Station,28.4221,79.4508
IXC,VICG,Shaheed Bhagat Singh International Airport,30.6735,76.7885
KNU,VICX,Kanpur Airport,26.4043,80.4101
DED,VIDN,Dehradun Jolly Grant Airport,30.1892,78.1767
DEL,VIDP,Indira Gandhi International Airport,28.5556,77.0952
HDO,VIDX,Hindon Airport / Hindon Air Force Station,28.7077,77.3589
DHM,VIGG,Kangra Airport,32.1649,76.2630
GWL,VIGR,Gwalior Airport,26.2933,78.2278
HSS,VIHR,Maharaja Agrasen International Airport,29.1861,75.7414
HWR,VIHX,Halwara International Airport,30.7485,75.6298
JDH,VIJO,Jodhpur Airport,26.2511,73.0489
JAI,VIJP,Jaipur International Airport,26.8242,75.8122
JSA,VIJR,Jaisalmer Airport,26.8887,70.8650
IXJ,VIJU,Jammu Airport,32.6888,74.8382
KQH,VIKG,Kishangarh Airport Ajmer,26.5910,74.8130
KTU,VIKO,Kota Airport,25.1602,75.8456
LUH,VILD,Ludhiana Airport,30.8547,75.9526
IXL,VILH,Leh Kushok Bakula Rimpochee Airport,34.1359,77.5465
LKO,VILK,Chaudhary Charan Singh International Airport,26.7606,80.8893
MZS,VIMB,Moradabad Airport,28.8175,78.9219
IXP,VIPK,Pathankot Airport,32.2336,75.6344
PGH,VIPT,Pantnagar Airport,29.0334,79.4737
SLV,VISM,Shimla Airport,31.0818,77.0680
SWN,VISP,Sarsawa Air Force Station,29.9943,77.4246
SXR,VISR,Sheikh ul Alam International Airport,33.9871,74.7742
TNI,VIST,Satna Airport,24.5626,80.8529
VSV,VISV,Shravasti Airport,27.4997,82.0329
VIV,VIV,Vivigani Airfield,-9.3033,150.3189
VJQ,VJQ,Gurue Airport,-15.5062,36.9904
AOU,VLAP,Attopeu Airport,14.7931,107.0453
HOE,VLHS,Ban Huoeisay Airport,20.2573,100.4370
LPQ,VLLB,Luang Phabang International Airport,19.9043,102.1672
LXG,VLLN,Luang Namtha Airport,20.9670,101.4000
ODY,VLOS,Oudomsay Airport,20.6827,101.9940
PKZ,VLPS,Pakse International Airport,15.1340,105.7799
ZBY,VLSB,Sayaboury Airport,19.2436,101.7093
ZVK,VLSK,Savannakhet Airport,16.5566,104.7600
NEU,VLSN,Sam Neua Airport,20.4184,104.0670
VNA,VLSV,Salavan Airport,15.7090,106.4109
THK,VLTK,Thakhek Airport,17.3779,104.8574
VTE,VLVT,Wattay International Airport,17.9851,102.5667
XKH,VLXK,Xieng Khouang Airport,19.4500,103.1580
XIE,VLXL,Xienglom Airport,19.6203,100.8153
VMI,VMI,Aeropuerto Nacional Doctor Juan Plate,-22.1594,-57.9424
MFM,VMMC,Macau International Airport,22.1496,113.5920
LTH,VVLT,Long Thanh International Airport (Under Construction),10.7728,107.0406
BJH,VNBG,Bajhang Airport,29.5390,81.1854
BHP,VNBJ,Bhojpur Airport,27.1474,87.0508
BGL,VNBL,Baglung Airport,28.2128,83.6663
BHR,VNBP,Bharatpur Airport,27.6781,84.4294
BJU,VNBR,Bajura Airport,29.5020,81.6690
BIT,VNBT,Baitadi Airport,29.4634,80.5490
BWA,VNBW,Gautam Buddha International Airport,27.5046,83.4104
BDP,VNCG,Bhadrapur Airport,26.5708,88.0796
DNP,VNDG,Tulsipur Airport,28.1111,82.2942
DHI,VNDH,Dhangarhi Airport,28.7553,80.5834
DAP,VNDL,Darchula Airport,29.6686,80.5482
DOP,VNDP,Dolpa Airport,28.9857,82.8187
SIH,VNDT,Silgadi Doti Airport,29.2622,80.9360
GKH,VNGK,Palungtar Airport,28.0385,84.4664
JIR,VNJI,Jiri Airport,27.6263,86.2306
JUM,VNJL,Jumla Airport,29.2742,82.1933
JKR,VNJP,Janakpur Airport,26.7088,85.9224
JMO,VNJS,Jomsom Airport,28.7804,83.7230
KTM,VNKT,Tribhuvan International Airport,27.6966,85.3591
LDN,VNLD,Lamidanda Airport,27.2531,86.6700
LUA,VNLK,Tenzing-Hillary Airport,27.6868,86.7295
LTG,VNLT,Langtang Airport,28.2000,85.5830
NGX,VNMA,Manang Airport,28.6414,84.0892
MEY,VNMG,Meghauli Airport,27.5774,84.2288
XMG,VNMN,Mahendranagar Airport,28.9632,80.1479
KEP,VNNG,Nepalgunj Airport,28.1036,81.6670
PKR,VNPK,Pokhara Domestic Airport,28.2006,83.9812
PPL,VNPL,Phaplu Airport,27.5178,86.5850
RJB,VNRB,Rajbiraj Airport,26.5101,86.7339
RHP,VNRC,Ramechhap Airport,27.3940,86.0614
RUK,VNRK,Rukum Chaurjahari Airport,28.6270,82.1940
RPA,VNRP,Rolpa Airport,28.2673,82.7565
RUM,VNRT,Rumjatar Airport,27.3035,86.5504
SYH,VNSB,Syangboche Airport,27.8112,86.7124
SIF,VNSI,Simara Airport,27.1598,84.9800
SKH,VNSK,Surkhet Airport,28.5860,81.6360
FEB,VNSR,Sanfebagar Airport,29.2366,81.2153
IMK,VNST,Simikot Airport,29.9711,81.8189
TPJ,VNTJ,Taplejung Airport,27.3509,87.6953
TPU,VNTP,Tikapur Airport,28.5219,81.1230
TMI,VNTR,Tumling Tar Airport,27.3150,87.1933
BIR,VNVT,Biratnagar Airport,26.4815,87.2640
AGX,VOAT,Agatti Airport,10.8237,72.1760
BEP,VOBI,Bellary Airport,15.1628,76.8828
BLR,VOBL,Kempegowda International Airport Bengaluru,13.1979,77.7063
IXX,VOBR,Bidar Airport / Bidar Air Force Station,17.9081,77.4871
VGA,VOBZ,Vijayawada International Airport,16.5300,80.8049
CJB,VOCB,Coimbatore International Airport,11.0300,77.0434
COK,VOCI,Cochin International Airport,10.1510,76.4008
CCJ,VOCL,Calicut International Airport,11.1360,75.9552
CDP,VOCP,Kadapa Airport,14.5132,78.7692
CBD,VOCX,Car Nicobar Air Force Base,9.1531,92.8193
GOX,VOGA,Manohar International Airport,15.7443,73.8606
GBI,VOGB,Kalaburagi Airport,17.3082,76.9652
GOI,VOGO,Goa Dabolim International Airport,15.3801,73.8333
HYD,VOHS,Rajiv Gandhi International Airport,17.2313,78.4299
BPM,VOHY,Begumpet Airport,17.4531,78.4676
VDY,VOJV,Jindal Vijaynagar Airport,15.1759,76.6330
CNN,VOKN,Kannur International Airport,11.9163,75.5450
KJB,VOKU,Kurnool Airport,15.7163,78.1692
IXM,VOMD,Madurai Airport,9.8345,78.0934
IXE,VOML,Mangaluru International Airport,12.9547,74.8868
MAA,VOMM,Chennai International Airport,12.9900,80.1693
MYQ,VOMY,Mysore Airport,12.2298,76.6537
NVY,VONV,Neyveli Airport,11.6130,79.5274
IXZ,VOPB,Veer Savarkar International Airport / INS Utkrosh,11.6402,92.7290
PNY,VOPC,Pondicherry Airport,11.9680,79.8120
PUT,VOPN,Sri Sathya Sai Airport,14.1493,77.7911
RMD,VORG,Basanth Nagar Airport,18.7010,79.3923
RJA,VORY,Rajahmundry Airport,17.1058,81.8132
SXV,VOSM,Salem Airport,11.7833,78.0656
TJV,VOTJ,Thanjavur Air Force Station,10.7238,79.1095
TCR,VOTK,Tuticorin Airport,8.7242,78.0258
TIR,VOTP,Tirupati International Airport,13.6320,79.5399
TRZ,VOTR,Tiruchirappalli International Airport,10.7629,78.7177
TRV,VOTV,Thiruvananthapuram International Airport,8.4819,76.9200
WGC,VOWA,Warangal Airport,17.9144,79.6022
BUT,VQBT,Bathpalathang Airport,27.5622,90.7471
GLU,VQGP,Gelephu Airport,26.8846,90.4641
PBH,VQPR,Paro International Airport,27.4032,89.4246
YON,VQTY,Yongphulla Airport,27.2563,91.5146
HRF,VRAH,Hoarafushi Airport,6.9697,72.8963
HDK,VRBK,Kulhudhuffushi Airport,6.6308,73.0678
NMF,VRDA,Maafaru International Airport,5.8174,73.4684
IFU,VREI,Ifuru Airport,5.7083,73.0250
DRV,VRMD,Dharavandhoo Airport,5.1561,73.1302
FVM,VRMF,Fuvahmulah Airport,-0.3097,73.4350
GAN,VRMG,Gan International Airport,-0.6930,73.1526
HAQ,VRMH,Hanimaadhoo International Airport,6.7432,73.1671
KDO,VRMK,Kadhdhoo Airport,1.8592,73.5219
MLE,VRMM,Velana International Airport,4.1918,73.5291
GKK,VRMO,Kooddoo Airport,0.7324,73.4336
KDM,VRMT,Kaadedhdhoo Airport,0.4881,72.9969
DDD,VRMU,Dhaalu Atoll Airport,2.6661,72.8871
VAM,VRMV,Villa International Airport Maamigili,3.4718,72.8326
TMF,VRNT,Thimarafushi Airport,2.2110,73.1533
RUL,VRQM,Maavaarulaa Airport,0.3381,73.5129
DMK,VTBD,Don Mueang International Airport,13.9126,100.6070
KDT,VTBK,Kamphaeng Saen Airport,14.1020,99.9172
KKM,VTBL,Khok Kathiam Airport,14.8746,100.6634
TDX,VTBO,Trat Airport,12.2746,102.3190
BKK,VTBS,Suvarnabhumi Airport,13.6811,100.7470
UTP,VTBU,U-Tapao–Rayong–Pattaya International Airport,12.6799,101.0050
CNX,VTCC,Chiang Mai International Airport,18.7668,98.9626
HGN,VTCH,Mae Hong Son Airport,19.3013,97.9758
PYY,VTCI,Pai Airport,19.3721,98.4359
LPT,VTCL,Lampang Airport,18.2709,99.5042
NNT,VTCN,Nan Airport,18.8079,100.7830
PRH,VTCP,Phrae Airport,18.1322,100.1650
CEI,VTCT,Mae Fah Luang - Chiang Rai International Airport,19.9523,99.8829
PHY,VTPB,Phetchabun Airport,16.6760,101.1950
HHQ,VTPH,Hua Hin Airport,12.6362,99.9515
TKH,VTPI,Takhli Royal Thai Air Force Base,15.2773,100.2960
MAQ,VTPM,Mae Sot Airport,16.6999,98.5451
THS,VTPO,Sukhothai Airport,17.2380,99.8182
PHS,VTPP,Phitsanulok Airport,16.7829,100.2790
TKT,VTPT,Tak Airport,16.8960,99.2533
URT,VTSB,Surat Thani Airport,9.1326,99.1356
NAW,VTSC,Narathiwat Airport,6.5199,101.7430
CJM,VTSE,Chumphon Airport,10.7112,99.3617
NST,VTSF,Nakhon Si Thammarat Airport,8.5396,99.9447
KBV,VTSG,Krabi International Airport,8.0956,98.9890
SGZ,VTSH,Songkhla Airport,7.1866,100.6080
PAN,VTSK,Pattani Airport,6.7855,101.1540
USM,VTSM,Samui International Airport,9.5478,100.0620
HKT,VTSP,Phuket International Airport,8.1133,98.3174
UNN,VTSR,Ranong Airport,9.7776,98.5855
HDY,VTSS,Hat Yai International Airport,6.9332,100.3930
TST,VTST,Trang Airport,7.5087,99.6166
UTH,VTUD,Udon Thani International Airport,17.3862,102.7886
SNO,VTUI,Sakon Nakhon Airport,17.1951,104.1190
PXR,VTUJ,Surin Airport,14.8683,103.4980
KKC,VTUK,Khon Kaen Airport,16.4666,102.7840
LOE,VTUL,Loei Airport,17.4391,101.7220
BFV,VTUO,Buri Ram Airport,15.2295,103.2530
NAK,VTUQ,Nakhon Ratchasima Airport,14.9495,102.3130
UBP,VTUU,Ubon Ratchathani Airport,15.2513,104.8700
ROI,VTUV,Roi Et Airport,16.1168,103.7740
KOP,VTUW,Nakhon Phanom Airport,17.3838,104.6430
VUU,VUU,Mvuu Camp Airport,-14.8386,35.3014
BMV,VVBM,Buon Ma Thuot Airport,12.6683,108.1200
VCL,VVCA,Chu Lai Airport,15.4033,108.7060
HPH,VVCI,Cat Bi International Airport,20.8174,106.7243
CAH,VVCM,Cà Mau Airport,9.1777,105.1778
CXR,VVCR,Cam Ranh International Airport / Cam Ranh Air Base,11.9982,109.2190
VCS,VVCS,Con Dao Airport,8.7318,106.6330
VCA,VVCT,Can Tho International Airport,10.0834,105.7094
DIN,VVDB,Dien Bien Phu Airport,21.3975,103.0080
VDH,VVDH,Dong Hoi Airport,17.5150,106.5906
DLI,VVDL,Lien Khuong Airport,11.7506,108.3670
DAD,VVDN,Da Nang International Airport,16.0439,108.1990
VVN,VVN,Las Malvinas/Echarate Airport,-11.8549,-72.9393
HAN,VVNB,Noi Bai International Airport,21.2212,105.8070
SQH,VVNS,Na San Airport,21.2153,104.0328
HUI,VVPB,Phu Bai International Airport,16.4006,107.7031
UIH,VVPC,Phu Cat Airport,13.9550,109.0420
PXU,VVPK,Pleiku Airport,14.0045,108.0170
PQC,VVPQ,Phú Quốc International Airport,10.1698,103.9935
PHA,VVPR,Phan Rang Airport,11.6335,108.9520
VKG,VVRG,Rach Gia Airport,9.9580,105.1324
TBB,VVTH,Dong Tac Airport,13.0496,109.3340
SGN,VVTS,Tan Son Nhat International Airport,10.8188,106.6520
THD,VVTX,Tho Xuan Airport,19.9017,105.4678
VDO,VVVD,Van Don International Airport,21.1207,107.4154
VII,VVVH,Vinh Airport,18.7376,105.6710
VTG,VVVT,Vung Tau Airport,10.3751,107.0962
VBA,VYAN,Ann Airport,19.7692,94.0261
NYU,VYBG,Bagan Airport,21.1788,94.9302
BMO,VYBM,Banmaw Airport,24.2704,97.2476
VBP,VYBP,Bokpyinn Airport,11.1494,98.7359
VBC,VYCZ,Chanmyathazi Airport,21.9405,96.0896
TVY,VYDW,Dawei Airport,14.1039,98.2036
SRU,VYFS,Surbung Airport,22.9392,93.6153
GAW,VYGG,Gangaw Airport,22.1747,94.1344
GWA,VYGW,Gwa Airport,17.6000,94.5833
HEH,VYHH,Heho Airport,20.7471,96.7920
HOX,VYHL,Hommalinn Airport,24.8996,94.9140
TIO,VYHN,Tilin Airport,21.7000,94.1000
KET,VYKG,Kengtung Airport,21.3016,99.6360
KHM,VYKI,Kanti Airport,25.9883,95.6744
KMV,VYKL,Kalay Airport,23.1888,94.0511
KYP,VYKP,Kyaukpyu Airport,19.4264,93.5348
KAW,VYKT,Kawthoung Airport,10.0493,98.5380
KYT,VYKU,Kyauktu Airport,21.4000,94.1333
LIW,VYLK,Loikaw Airport,19.6915,97.2148
LSH,VYLS,Lashio Airport,22.9779,97.7522
MDL,VYMD,Mandalay International Airport,21.7022,95.9779
MGZ,VYME,Myeik Airport,12.4398,98.6215
MYT,VYMK,Myitkyina Airport,25.3836,97.3519
MNU,VYMM,Mawlamyine Airport,16.4447,97.6607
MGU,VYMN,Manaung Airport,18.8458,93.6889
MOE,VYMO,Momeik Airport,23.0925,96.6453
MOG,VYMS,Mong Hsat Airport,20.5168,99.2568
MGK,VYMT,Mong Tong Airport,20.2967,98.8989
MWQ,VYMW,Magway Airport,20.1656,94.9414
NYW,VYMY,Monywar Airport,22.2216,95.0935
NMS,VYNS,Namsang Airport,20.8905,97.7359
NYT,VYNT,Nay Pyi Taw International Airport,19.6235,96.2010
NMT,VYNU,Namtu Airport,23.0830,97.3830
PAA,VYPA,Hpa-N Airport,16.8937,97.6746
PAU,VYPK,Pauk Airport,21.4492,94.4869
BSX,VYPN,Pathein Airport,16.8152,94.7799
PPU,VYPP,Hpapun Airport,18.0667,97.4498
PBU,VYPT,Putao Airport,27.3299,97.4263
PKK,VYPU,Pakhokku Airport,21.4043,95.1112
PRU,VYPY,Pyay Airport,18.8245,95.2660
AKY,VYSW,Sittwe Airport,20.1332,92.8707
SNW,VYTD,Thandwe Airport,18.4607,94.3001
THL,VYTL,Tachileik Airport,20.4838,99.9354
XYE,VYYE,Ye Airport,15.3014,97.8643
RGN,VYYY,Yangon International Airport,16.9073,96.1332
FBS,W33,Friday Harbor Seaplane Base,48.5373,-123.0100
RSJ,W49,Rosario Seaplane Base,48.6457,-122.8680
LKE,W55,Kenmore Air Harbor Seaplane Base,47.6290,-122.3390
RCE,WA09,Roche Harbor Airport,48.6123,-123.1390
TQQ,WAWC,Maranggo Airport,-5.7664,123.9187
WSX,WA83,Westsound/WSX Seaplane Base,48.6179,-122.9569
UPG,WAAA,Sultan Hasanuddin International Airport,-5.0755,119.5537
BIK,WABB,Frans Kaisiepo Airport,-1.1900,136.1080
ONI,WABD,Moanamani Airport,-4.0066,136.0377
FOO,WABF,Kornasoren Airport,-0.9357,134.8723
WET,WABG,Deiyai / Waghete Baru Airport,-4.0592,136.2817
NBX,WABI,Douw Aturure Airport,-3.3980,135.3931
KBF,WABK,Karubaga Airport,-3.6846,138.4790
ILA,WABL,Ilaga Airport,-3.9765,137.6225
KOX,WABN,Kokonao Airport,-4.7107,136.4351
ZRI,WABO,Stevanus Rumbewas Airport,-1.8284,136.0624
TIM,WABP,Mozes Kilangin Airport,-4.5298,136.8874
EWI,WAYE,Enarotali Airport,-3.9257,136.3786
WAD,WAD,Andriamena Airport,-17.6310,47.7233
BMU,WADB,Sultan Muhammad Salahuddin Airport,-8.5372,118.6850
DPS,WADD,Denpasar I Gusti Ngurah Rai International Airport,-8.7484,115.1671
LOP,WADL,Lombok International Airport,-8.7600,116.2782
SWQ,WADS,Sultan Muhammad Kaharuddin III Airport,-8.4890,117.4120
TMC,WATK,Tambolaka Airport,-9.4092,119.2426
LYK,WADU,Lunyuk Airport,-8.9899,117.2160
WGP,WATU,Umbu Mehang Kunda Airport,-9.6692,120.3020
BWX,WADY,Banyuwangi Airport,-8.3102,114.3401
TTE,WAEE,Sultan Babullah Airport,0.8310,127.3816
SQN,WAES,Emalamo Airport,-2.1004,125.9658
OTI,WAEW,Pitu Airport,2.0460,128.3250
TRT,WAFB,Toraja Airport,-3.1858,119.9177
LLO,WAFD,Bua - Palopo Lagaligo Airport,-3.0823,120.2448
PLW,WAFF,Mutiara - SIS Al-Jufrie Airport,-0.9165,119.9086
MJU,WAFJ,Tampa Padang Airport,-2.5900,119.0251
TLI,WAFL,Sultan Bantilan Airport,1.1234,120.7937
MXB,WAFM,Andi Jemma Airport,-2.5580,120.3243
PSJ,WAFP,Kasiguncu Airport,-1.4141,120.6592
BQR,WAFQ,Maulana Prins Mandapar Airstrip,-1.5488,123.5541
OJU,WAFU,Tanjung Api Airport,-0.8654,121.6286
LUW,WAFW,Syukuran Aminuddin Amir Airport,-1.0359,122.7739
HMS,WAGB,Haji Muhammad Sidik Airport,-1.0258,114.9288
KLP,WAGF,Seruyan Kuala Pembuang Airport,-3.3761,112.5365
PKY,WAGG,Tjilik Riwut Airport,-2.2271,113.9434
YIA,WAHI,Yogyakarta International Airport,-7.9053,110.0573
CXP,WAHL,Tunggul Wulung Airport,-7.6451,109.0340
PWL,WAHP,Jenderal Besar Soedirman Airport,-7.4612,109.4141
KWB,WAHU,Dewadaru Airport,-5.8009,110.4784
BUI,WAJB,Bokondini Airport,-3.6846,138.6774
DRH,WAJC,Dabra Airport,-3.2706,138.6134
BXM,WAJG,Batom Airport,-4.4427,140.8836
ZRM,WAJI,Mararena Sarmi Airport,-1.8731,138.7533
DJJ,WAJJ,Dortheys Hiyo Eluay International Airport,-2.5796,140.5199
LHI,WAJL,Lereh Airport,-3.0800,139.9528
LII,WAVA,Mulia Airport,-3.7019,137.9570
OKL,WAJO,Oksibil Airport,-4.9071,140.6277
SEH,WAJS,Senggeh Airport,-3.4424,140.7781
MDP,WAKD,Mindiptana Airport,-5.8769,140.7095
BXD,WAKE,Bade Airport,-7.1759,139.5833
MKQ,WAKK,Mopah International Airport,-8.5239,140.4197
KCD,WAKM,Kamur Airport,-6.1851,138.6372
