ident,icao_code,iata_code
RJDA,RJDA,AXJ
RJDB,RJDB,IKI
RJDC,RJDC,UBJ
RJDT,RJDT,TSJ
RJDU,RJDU,OMJ
RJEB,RJEB,MBE
RJEC,RJEC,AKJ
RJEO,RJEO,OIR
RJER,RJER,RIS
RJFC,RJFC,KUM
RJFE,RJFE,FUJ
RJFF,RJFF,FUK
RJFG,RJFG,TNE
RJFK,RJFK,KOJ
RJFM,RJFM,KMI
RJFO,RJFO,OIT
RJFR,RJFR,KKJ
RJFS,RJFS,HSG
RJFT,RJFT,KMJ
RJFU,RJFU,NGS
RJGG,RJGG,NGO
RJKA,RJKA,ASJ
RJKB,RJKB,OKE
RJKI,RJKI,KKX
RJKN,RJKN,TKN
RJNA,RJNA,NKM
RJNF,RJNF,FKJ
RJNG,,QGU
RJNK,RJNK,KMQ
RJNO,RJNO,OKI
RJNS,RJNS,FSZ
RJNT,RJNT,TOY
RJNW,RJNW,NTQ
RJOA,RJOA,HIJ
RJOB,RJOB,OKJ
RJOC,RJOC,IZO
RJOH,RJOH,YGJ
RJOI,RJOI,IWK
RJOK,RJOK,KCZ
RJOM,RJOM,MYJ
RJOO,RJOO,ITM
RJOR,RJOR,TTJ
RJOS,RJOS,TKS
RJOT,RJOT,TAK
RJOW,RJOW,IWJ
RJSA,RJSA,AOJ
RJSC,RJSC,GAJ
RJSD,RJSD,SDS
RJSF,RJSF,FKS
RJSH,RJSH,HHE
RJSI,RJSI,HNA
RJSK,RJSK,AXT
RJSM,RJSM,MSJ
RJSN,RJSN,KIJ
RJSR,RJSR,ONJ
RJSS,RJSS,SDJ
RJSY,RJSY,SYO
RJTA,RJTA,NJA
RJTH,RJTH,HAC
RJTO,RJTO,OIM
RJTQ,RJTQ,MYE
RJTT,RJTT,HND
RJTY,RJTY,OKO
RKJB,RKJB,MWX
RKJJ,RKJJ,KWJ
RKJK,RKJK,KUV
RKJU,RKJU,CHN
RKJY,RKJY,RSU
RKNN,RKNN,KAG
RKNW,RKNW,WJU
RKNY,RKNY,YNY
RKPC,RKPC,CJU
RKPD,RKPD,JDG
RKPE,RKPE,CHF
RKPK,RKPK,PUS
RKPS,RKPS,HIN
RKPU,RKPU,USN
RKSI,RKSI,ICN
RKSM,,SSN
RKSO,RKSO,OSN
RKSS,RKSS,GMP
RKSW,RKSW,SWU
RKTA,,QDY
RKTH,RKTH,KPO
RKTI,RKTI,JWO
RKTL,RKTL,UJN
RKTN,RKTN,TAE
RKTP,RKTP,HMY
RKTU,RKTU,CJJ
RKTY,RKTY,YEC
RKY,,RKY
RLP,,RLP
RMP,,RMP
RO-0006,LRSP,
RO-0008,LRMS,
RO-0009,LRCB,
RO-0018,LRCX,
RO-0040,LRMC,
RO-0054,LRIS,
RO-0064,LRBH,
RO-0108,LRBA,
RO-0123,LRSU,
RO-0135,LRPH,
RO-0138,LRMM,
ROAH,ROAH,OKA
RODN,RODN,DNA
ROIG,ROIG,ISG
ROKJ,ROKJ,UEO
ROKR,ROKR,KJP
ROMD,ROMD,MMD
ROMY,ROMY,MMY
RORA,RORA,AGJ
RORE,RORE,IEJ
RORH,RORH,HTR
RORK,RORK,KTD
RORS,RORS,SHI
RORT,RORT,TRA
RORY,RORY,RNJ
ROYN,ROYN,OGN
RPEN,RPEN,ENI
RPLB,RPLB,SFS
RPLC,RPLC,CRK
RPLE,RPLE,BSI
RPLH,RPLH,LLC
RPLI,RPLI,LAO
RPLJ,RPLJ,
RPLK,RPLK,DRP
RPLL,RPLL,MNL
RPLN,RPLN,
RPLO,RPLO,CYU
RPLQ,RPLQ,
RPLR,RPLR,
RPLS,RPLS,SGL
RPLT,RPLT,
RPLU,RPLU,LBX
RPLV,RPLV,
RPLX,RPLX,
RPLY,RPLY,
RPLZ,RPLZ,
RPMA,RPMA,AAV
RPMC,RPMC,CBO
RPMD,RPMD,DVO
RPME,RPME,BXU
RPMF,RPMF,BPH
RPMG,RPMG,DPL
RPMH,RPMH,CGM
RPMI,RPMI,IGN
RPMJ,RPMJ,JOL
RPMM,RPMM,MLP
RPMN,RPMN,TWT
RPMO,RPMO,OZC
RPMP,RPMP,PAG
RPMQ,RPMQ,MXI
RPMR,RPMR,GES
RPMS,RPMS,SUG
RPMU,RPMU,CDY
RPMV,RPMV,IPE
RPMW,RPMW,TDG
RPMY,RPMY,CGY
RPMZ,RPMZ,ZAM
RPNS,RPNS,IAO
RPSD,RPSD,RZP
RPSP,RPSP,TAG
RPSV,RPSV,SWL
RPUB,RPUB,BAG
RPUD,RPUD,DTE
RPUH,RPUH,SJI
RPUM,RPUM,MBO
RPUN,RPUN,WNP
RPUO,RPUO,BSO
RPUR,RPUR,BQA
RPUS,RPUS,SFE
RPUT,RPUT,TUG
RPUV,RPUV,VRC
RPUW,RPUW,MRQ
RPUY,RPUY,CYZ
RPV,,RPV
RPVA,RPVA,TAC
RPVB,RPVB,BCD
RPVC,RPVC,CYP
RPVD,RPVD,DGT
RPVE,RPVE,MPH
RPVF,RPVF,CRM
RPVI,RPVI,ILO
RPVJ,RPVJ,MBT
RPVK,RPVK,KLO
RPVL,RPLG,
RPVM,RPVM,CEB
RPVO,RPVO,OMC
RPVP,RPVP,PPS
RPVR,RPVR,RXS
RPVS,RPVS,EUQ
RPVU,RPVU,TBH
RPVV,RPVV,USU
RPVW,,BPA
RRM,,RRM
RSE,,RSE
RSI,OERS,RSI
RU-0056,,TKM
RU-0077,ULSY,
RU-0089,,NOI
RU-0470,,MJY
RU-0764,UUMB,
RU-0802,,UHS
RU-10046,,KVK
RU-10050,,TYA
RU-10076,,LNX
RU-10077,,EIK
RUU,,RUU
RVC,,RVC
S31,,LPS
S60,,KEH
SA-0010,OEKN,
SA-0094,OESN,
SA04,SAAK,
SA14,,MJR
SAAC,SAAC,COC
SAAG,SAAG,GHU
SAAI,SAAI,
SAAP,SAAP,PRA
SAAR,SAAR,ROS
SAAV,SAAV,SFN
SABE,SABE,AEP
SACC,SACC,LCM
SACO,SACO,COR
SADL,SADL,LPG
SADP,SADP,EPA
SAEZ,SAEZ,EZE
SAFR,SAFR,RAF
SAFS,SAFS,NCJ
SAHC,SAHC,HOS
SAHE,,CVH
SAHR,SAHR,GNR
SAHS,SAHS,RDS
SAHZ,SAHZ,APZ
SAM,,SAM
SAME,SAME,MDZ
SAMM,SAMM,LGS
SAMR,SAMR,AFA
SANC,SANC,CTC
SANE,SANE,SDE
SANL,SANL,IRJ
SANR,SANR,RHD
SANT,SANT,TUC
SANU,SANU,UAQ
SANW,SANW,CRR
SAOC,SAOC,RCU
SAOD,SAOD,VDR
SAOR,SAOR,VME
SAOS,SAOS,RLO
SAOU,SAOU,LUQ
SARC,SARC,CNQ
SARE,SARE,RES
SARF,SARF,FMA
SARI,SARI,IGR
SARL,SARL,AOL
SARM,SARM,MCS
SARP,SARP,PSS
SARS,SARS,PRQ
SASA,SASA,SLA
SASJ,SASJ,JUJ
SASO,SASO,ORA
SAST,SAST,TTG
SATC,SATC,CLX
SATD,SATD,ELO
SATG,SATG,OYA
SATI,SATI,
SATK,SATK,LLS
SATM,SATM,MDX
SATR,SATR,RCQ
SATU,SATU,UZU
SAVB,SAVB,EHL
SAVC,SAVC,CRD
SAVD,SAVD,EMX
SAVE,SAVE,EQS
SAVH,SAVH,LHS
SAVJ,SAVJ,IGB
SAVM,SAVM,OLN
SAVN,SAVN,OES
SAVQ,SAVQ,MQD
SAVR,SAVR,ARR
SAVS,SAVS,SGV
SAVT,SAVT,REL
SAVV,SAVV,VDM
SAVY,SAVY,PMY
SAWC,,FTE
SAWD,SAWD,PUD
SAWE,SAWE,RGA
SAWG,SAWG,RGL
SAWH,SAWH,USH
SAWJ,SAWJ,ULA
SAWM,SAWM,ROY
SAWP,SAWP,PMQ
SAWR,SAWR,GGS
SAWS,SAWS,JSM
SAWT,SAWT,RYO
SAWU,SAWU,RZA
SAZB,SAZB,BHI
SAZC,SAZC,CSZ
SAZF,SAZF,OVR
SAZG,SAZG,GPO
SAZH,SAZH,OYO
SAZL,SAZL,SST
SAZM,SAZM,MDQ
SAZN,SAZN,NQN
SAZO,SAZO,NEC
SAZP,SAZP,PEH
SAZR,SAZR,RSA
SAZS,SAZS,BRC
SAZT,SAZT,TDL
SAZV,SAZV,VLG
SAZW,SAZW,CUT
SAZY,SAZY,CPC
SB-VIU,AGVH,VIU
SBAA,SBAA,CDJ
SBAC,SBAC,ARX
SBAE,SBAE,JTC
SBAF,SBAF,
SBAN,SBAN,
SBAQ,SBAQ,AQA
SBAR,SBAR,AJU
SBAT,SBAT,AFL
SBAU,SBAU,ARU
SBAX,SBAX,AAX
SBBE,SBBE,BEL
SBBG,SBBG,BGX
SBBH,SBBH,PLU
SBBI,SBBI,BFH
SBBP,SBBP,BJP
SBBR,SBBR,BSB
SBBT,,BAT
SBBU,SBBU,
SBBV,SBBV,BVB
SBBW,SBBW,BPG
SBBZ,,BZC
SBCA,SBCA,CAC
SBCB,SBCB,CFB
SBCD,SBCD,CFC
SBCF,SBCF,CNF
SBCG,SBCG,CGR
SBCH,SBCH,XAP
SBCI,SBCI,CLN
SBCJ,SBCJ,CKS
SBCM,,CCM
SBCN,SBCN,CLV
SBCO,,QNS
SBCP,SBCP,CAW
SBCR,SBCR,CMG
SBCT,SBCT,CWB
SBCV,,CRQ
SBCX,SBCX,CXJ
SBCY,SBCY,CGB
SBCZ,SBCZ,CZS
SBDB,SBDB,BYO
SBDN,SBDN,PPB
SBDO,,DOU
SBEG,SBEG,MAO
SBEK,SBEK,JCR
SBFI,SBFI,IGU
SBFL,SBFL,FLN
SBFN,SBFN,FEN
SBFZ,SBFZ,FOR
SBGL,SBGL,GIG
SBGM,SBGM,GJM
SBGO,SBGO,GYN
SBGR,SBGR,GRU
SBGU,,GPB
SBGV,SBGV,GVR
SBGW,SBGW,GUJ
SBHT,SBHT,ATM
SBIC,SBIC,ITA
SBIH,SBIH,ITB
SBIL,SBIL,IOS
SBIP,SBIP,IPN
SBIT,SBIT,ITR
SBIZ,SBIZ,IMP
SBJA,SBJA,JJG
SBJD,,QDV
SBJE,SBJE,JJD
SBJF,SBJF,JDF
SBJH,SBJH,JHF
SBJI,,JPR
SBJP,SBJP,JPA
SBJR,SBJR,RRJ
SBJU,SBJU,JDO
SBJV,SBJV,JOI
SBKG,SBKG,CPV
SBKP,SBKP,VCP
SBLE,SBLE,LEC
SBLJ,SBLJ,LAJ
SBLN,,LIP
SBLO,SBLO,LDB
SBLP,SBLP,LAZ
SBMA,SBMA,MAB
SBMC,,MQH
SBMD,SBMD,MEU
SBME,SBME,MEA
SBMG,SBMG,MGF
SBMK,SBMK,MOC
SBML,SBML,MII
SBMN,SBMN,PLL
SBMO,SBMO,MCZ
SBMQ,SBMQ,MCP
SBMS,SBMS,MVF
SBMT,,RTE
SBMY,SBMY,MNX
SBNF,SBNF,NVT
SBNM,SBNM,GEL
SBNT,SBNT,
SBOI,SBOI,OYK
SBPA,SBPA,POA
SBPB,SBPB,PHB
SBPC,SBPC,POO
SBPF,SBPF,PFB
SBPG,SBPG,PGZ
SBPJ,SBPJ,PMW
SBPK,SBPK,PET
SBPL,SBPL,PNZ
SBPN,,PNB
SBPO,,PTO
SBPP,SBPP,PMG
SBPS,SBPS,BPS
SBPV,SBPV,PVH
SBRB,SBRB,RBR
SBRD,SBRD,ROO
SBRF,SBRF,REC
SBRJ,SBRJ,SDU
SBRP,SBRP,RAO
SBRR,,BRB
SBSC,,SNZ
SBSG,,NAT
SBSI,SBSI,OPS
SBSJ,SBSJ,SJK
SBSL,SBSL,SLZ
SBSM,SBSM,RIA
SBSN,SBSN,STM
SBSO,,SMT
SBSP,SBSP,CGH
SBSR,SBSR,SJP
SBST,SBST,SSZ
SBSV,SBSV,SSA
SBTB,SBTB,TMT
SBTC,SBTC,UNA
SBTD,SBTD,TOW
SBTE,SBTE,THE
SBTF,SBTF,TFF
SBTG,SBTG,TJL
SBTK,SBTK,TRQ
SBTL,,TEC
SBTR,,TSQ
SBTT,SBTT,TBT
SBTU,SBTU,TUR
SBUA,SBUA,SJL
SBUF,SBUF,PAV
SBUG,SBUG,URG
SBUL,SBUL,UDI
SBUR,SBUR,UBA
SBUY,,RPU
SBVG,SBVG,VAG
SBVH,SBVH,BVH
SBVT,SBVT,VIX
SBYA,SBYA,
SBYS,,QPS
SBZM,SBZM,IZA
SCAC,SCAC,ZUD
SCAN,SCAN,LOB
SCAP,SCAP,WAP
SCAR,SCAR,ARI
SCAS,SCAS,WPA
SCAT,SCAT,CPO
SCBA,SCBA,BBA
SCBE,SCBE,TOQ
SCBI,,DPB
SCCC,SCCC,CCH
SCCF,SCCF,CJC
SCCH,SCCH,YAI
SCCI,SCCI,PUQ
SCCQ,,COW
SCCV,SCCV,
SCCY,SCCY,GXQ
SCDA,SCDA,IQQ
SCEL,SCEL,SCL
SCES,SCES,ESR
SCEV,,FRT
SCFA,SCFA,ANF
SCFM,SCFM,WPR
SCFR,SCFR,
SCFT,SCFT,FFU
SCGC,SCGC,UGL
SCGE,SCGE,LSQ
SCGZ,SCGZ,WPU
SCHR,SCHR,LGR
SCIE,SCIE,CCP
SCIP,SCIP,IPC
SCJK,SCJK,
SCJO,SCJO,ZOS
SCKP,SCKP,CPP
SCLL,SCLL,VLR
SCLN,,ZLR
SCNL,SCNL,
SCNT,SCNT,PNT
SCOP,SCOP,
SCOV,SCOV,OVL
SCPC,SCPC,ZPC
SCPM,SCPM,
SCPN,SCPN,
SCPO,SCPO,
SCPQ,SCPQ,MHC
SCPR,SCPR,
SCPT,SCPT,
SCPU,SCPU,
SCPV,SCPV,PUX
SCPW,SCPW,
SCPY,SCPY,
SCPZ,SCPZ,
SCQP,SCQP,ZCO
SCRA,SCRA,CNR
SCRD,SCRD,VAP
SCRG,SCRG,
SCRM,SCRM,TNM
SCSB,SCSB,SMB
SCSE,SCSE,LSC
SCSF,SCSF,SSD
SCSS,SCSS,
SCST,SCST,WCA
SCTC,SCTC,PZS
SCTE,SCTE,PMC
SCTL,SCTL,TLX
SCTN,SCTN,WCH
SCTO,SCTO,ZIC
SCTT,SCTT,TTC
SCVD,SCVD,ZAL
SCVM,SCVM,KNA
SD-0026,HSND,
SD6P,,BVM
SDAG,,GDR
SDAM,SDAM,
SDCG,SDCG,OLC
SDCO,SDCO,SOD
SDIM,,JTN
SDIY,,FEC
SDJL,SDJL,JLS
SDLO,,PBA
SDMC,,JMR
SDNM,,NVM
SDOU,SDOU,OUS
SDOW,SDOW,OIA
SDRS,SDRS,REZ
SDSC,SDSC,QSC
SDTK,,JPY
SDUB,SDUB,UBT
SDUN,SDUN,ITP
SDVG,SDVG,VOT
SDZG,,JTA
SE-0009,ESVL,
SE-0019,ESHK,
SE-0088,ESNH,HUV
SE06,SEZB,
SEAB,SEAB,
SEAC,SEAC,
SEAD,SEAD,
SEAH,SEAH,
SEAJ,SEAJ,
SEAL,SEAL,
SEAM,SEAM,ATF
SEAO,SEAO,
SEAQ,SEAQ,
SEAU,SEAU,
SEAX,SEAX,
SEAY,SEAY,
SEAZ,SEAZ,
SECO,SECO,OCC
SECU,SECU,CUE
SEGS,SEGS,GPS
SEGU,SEGU,GYE
SEII,SEII,IBB
SEJD,SEJD,TNW
SEJI,SEJI,JIP
SEKM,SEKM,
SELT,,LTX
SEMA,SEMA,MRR
SEMC,SEMC,XMS
SEMK,SEMK,
SEMT,SEMT,MEC
SENL,SENL,LGQ
SEPT,SEPT,PYO
SEPV,SEPV,PVO
SEQM,SEQM,UIO
SERO,SERO,ETR
SESA,SESA,SNC
SESC,SESC,SUQ
SESM,SESM,PTZ
SEST,SEST,SCY
SESV,SESV,BHA
SETH,SETH,TSC
SETI,SETI,TPN
SETM,,LOH
SETN,SETN,ESM
SETR,SETR,TPC
SETU,SETU,TUA
SEZA,SEZA,
SEZD,SEZD,
SEZE,SEZE,
SEZI,SEZI,
SEZK,SEZK,
SEZM,SEZM,
SEZN,SEZN,
SEZR,SEZR,
SFAL,SFAL,PSY
SGAS,SGAS,ASU
SGAY,SGAY,AYO
SGBN,SGBN,BFA
SGCO,SGCO,CIO
SGEN,SGEN,ENO
SGES,SGES,AGT
SGFI,SGFI,FLM
SGIB,SGIB,
SGME,SGME,ESG
SGOL,SGOL,OLK
SGPI,SGPI,PIL
SGPJ,SGPJ,PJC
SHAB,SHAB,
SHAC,SHAC,
SHAG,SHAG,
SHAL,SHAL,
SHAP,SHAP,
SHAT,SHAT,
SHAU,SHAU,
SHAV,SHAV,
SHJN,SHJN,
SHJO,SHJO,
SHTC,SHTC,
SHTL,SHTL,
SHVE,SHVE,
SHVI,SHVI,
SHVN,SHVN,
SHWT,SHWT,
SHYA,SHYA,
SIC,,SIC
SIJY,,ITJ
SILC,SILC,LVR
SILT,,SFV
SIMK,SIMK,FRC
SIRI,,MUU
SIZX,SIZX,JUA
SJF,,SJF
SJHG,,CFO
SJNP,SJNP,NPR
SJOG,,AQM
SJOH,,JRT
SJOY,SJOY,
SJRG,,RIG
SJVO,,ARS
SK-0001,LZDN,
SK-0003,LZDU,
SK-002,,ECO
SK-003,,MIX
SK-005,,ARO
SK-0072,LZKA,
SK-012,,ULS
SK-020,,SJR
SK-021,,NPU
SK-045,,PCC
SK-046,,SQF
SK-047,,AYI
SK-059,,CUI
SK-109,,MOY
SK-110,,NUH
SK-115,,EUO
SK-116,,PRE
SK-120,,SQE
SK-129,,TTM
SK-140,,LMX
SK-144,,AYC
SK-160,,GRA
SK-174,,DZI
SK-183,,SJH
SK-195,,PZR
SK-197,,UNC
SK-198,,AYA
SK-207,,SCA
SK-217,,MND
SK-223,,NAD
SK-236,,GCA
SK-245,,SRO
SK-256,,IVO
SK-261,,GAA
SK-272,,BAC
SK-275,,CJD
SK-277,,CQT
SK-284,,ELJ
SK-327,,MSK
SK-348,,SOH
SK-365,,MQR
SK-366,,PYN
SK-367,,ISD
SK-392,,AZT
SK-422,,HRR
SK-434,,PLA
SK-442,,SQB
SK-471,,ARF
SK-481,,MFB
SK-482,,MHF
SK-510,,VAB
SK-511,,CSR
SK-518,,GMC
SKAC,SKAC,ACR
SKAD,SKAD,ACD
SKAG,SKAG,HAY
SKAM,SKAM,AFI
SKAP,SKAP,API
SKAR,SKAR,AXM
SKAS,SKAS,PUU
SKAT,SKAT,ARQ
SKBC,SKBC,ELB
SKBG,SKBG,BGA
SKBM,SKBM,NBB
SKBO,SKBO,BOG
SKBQ,SKBQ,BAQ
SKBS,SKBS,BSC
SKBU,SKBU,BUN
SKCA,SKCA,CPB
SKCC,SKCC,CUC
SKCD,SKCD,COG
SKCG,SKCG,CTG
SKCI,SKCI,CCO
SKCL,SKCL,CLO
SKCM,SKCM,CIM
SKCN,SKCN,RAV
SKCO,SKCO,TCO
SKCP,SKCP,BHF
SKCR,SKCR,CUO
SKCU,SKCU,CAQ
SKCV,SKCV,CVE
SKCZ,SKCZ,CZU
SKEB,SKEB,EBG
SKEH,SKEH,ECR
SKEJ,SKEJ,EJA
SKFL,SKFL,FLA
SKFU,,FDA
SKGA,SKGA,LGT
SKGI,SKGI,GIR
SKGO,SKGO,CRC
SKGP,SKGP,GPI
SKHA,SKHA,CPL
SKHC,SKHC,HTZ
SKIB,SKIB,IBE
SKIG,SKIG,IGO
SKIM,SKIM,LPE
SKIP,SKIP,IPI
SKJU,SKJU,JUO
SKLC,SKLC,APO
SKLG,SKLG,LQM
SKLM,SKLM,MCJ
SKLP,SKLP,LPD
SKLT,SKLT,LET
SKMB,SKMB,TBD
SKMD,SKMD,EOH
SKMF,SKMF,MFS
SKMG,SKMG,MGN
SKML,SKML,MTB
SKMP,SKMP,MMP
SKMR,SKMR,MTR
SKMU,SKMU,MVP
SKMZ,SKMZ,MZL
SKNA,SKNA,LMC
SKNC,SKNC,NCI
SKNQ,SKNQ,NQU
SKNV,SKNV,NVA
SKOC,SKOC,OCV
SKOE,SKOE,ORC
SKOT,SKOT,OTU
SKPA,SKPA,RON
SKPC,SKPC,PCR
SKPD,SKPD,PDA
SKPE,SKPE,PEI
SKPI,SKPI,PTX
SKPL,SKPL,PLT
SKPN,SKPN,NAR
SKPP,SKPP,PPN
SKPQ,SKPQ,PAL
SKPR,SKPR,PBE
SKPS,SKPS,PSO
SKPV,SKPV,PVA
SKPZ,SKPZ,PZA
SKQU,SKQU,MQU
SKRA,SKRA,TCD
SKRG,SKRG,MDE
SKRH,SKRH,RCH
SKRU,SKRU,SNT
SKSA,SKSA,RVE
SKSJ,SKSJ,SJE
SKSL,SKSL,SSL
SKSM,SKSM,SMR
SKSO,SKSO,SOX
SKSP,SKSP,ADZ
SKSR,,SRS
SKSV,SKSV,SVI
SKTA,SKTA,TAU
SKTB,SKTB,TIB
SKTD,SKTD,TDA
SKTL,SKTL,TLU
SKTM,SKTM,TME
SKTQ,SKTQ,TQS
SKTU,SKTU,TRB
SKUB,SKUB,URI
SKUC,SKUC,AUC
SKUI,SKUI,UIB
SKUL,SKUL,ULQ
SKUR,SKUR,URR
SKVG,SKVG,VGZ
SKVL,SKVL,PYA
SKVP,SKVP,VUP
SKVV,SKVV,VVC
SKYA,SKYA,AYG
SKYP,SKYP,EYP
SLAG,SLAG,MHW
SLAL,SLAL,SRE
SLAP,SLAP,APB
SLAS,SLAS,ASC
SLBJ,SLBJ,BJO
SLCA,SLCA,CAM
SLCB,SLCB,CBB
SLCC,SLCC,
SLCE,SLCE,
SLCO,SLCO,CIJ
SLCP,SLCP,CEP
SLET,SLET,SRZ
SLGM,,GYA
SLGY,SLGY,
SLHI,SLHI,CCA
SLHJ,SLHJ,BVK
SLJE,SLJE,SJS
SLJO,SLJO,SJB
SLJV,SLJV,SJV
SLLP,SLLP,LPB
SLMG,SLMG,MGD
SLOR,SLOR,ORU
SLPO,SLPO,POI
SLPR,SLPR,PUR
SLPS,SLPS,PSZ
SLRA,SLRA,SRD
SLRB,SLRB,RBO
SLRI,SLRI,RIB
SLRQ,SLRQ,RBQ
SLRY,SLRY,REY
SLSA,SLSA,SBL
SLSB,SLSB,SRJ
SLSI,SLSI,SNG
SLSM,SLSM,SNM
SLSR,SLSR,SRB
SLSU,SLSU,
SLTI,SLTI,MQK
SLTJ,SLTJ,TJA
SLTL,SLTL,
SLTR,SLTR,TDD
SLUY,SLUY,UYU
SLVG,SLVG,VAH
SLVM,SLVM,VLM
SLVR,SLVR,VVI
SLYA,SLYA,BYC
SMBN,SMBN,ABN
SMCA,SMCA,AAJ
SMCO,SMCO,TOT
SMDA,SMDA,DRJ
SMDO,SMDO,LDO
SMJP,SMJP,PBM
SMMO,SMMO,MOJ
SMNI,SMNI,ICK
SMPA,SMPA,OEM
SMST,SMST,SMZ
SMTP,SMTP,KCB
SMWA,SMWA,AGI
SMWS,SMWS,WSO
SMZO,SMZO,ORG
SN6L,,JSO
SNAB,,JAW
SNAI,SNAI,
SNAL,SNAL,APQ
SNAR,SNAR,AMJ
SNAX,,AIF
SNBC,SNBC,BDC
SNBL,SNBL,
SNBR,SNBR,BRA
SNBS,SNBS,BSS
SNBU,SNBU,
SNBX,SNBX,BQQ
SNCL,,MXQ
SNCP,SNCP,EEA
SNCX,,QCH
SNDC,SNDC,RDC
SNDN,SNDN,
SNDT,SNDT,DTI
SNDV,SNDV,DIQ
SNEB,,JPE
SNED,SNED,CNV
SNEE,,VCC
SNFX,SNFX,SXX
SNGA,SNGA,GUZ
SNGD,SNGD,GDP
SNGI,SNGI,GNM
SNGM,SNGM,
SNGN,SNGN,QGP
SNHA,SNHA,
SNHS,SNHS,SET
SNIC,SNIC,IRE
SNIG,,QIG
SNIP,,QIT
SNIU,SNIU,IPU
SNJB,SNJB,JCM
SNJD,SNJD,
SNJK,SNJK,JEQ
SNJM,,JMA
SNJN,SNJN,JNA
SNJR,SNJR,JDR
SNKE,SNKE,
SNKI,SNKI,CDI
SNKN,,QCP
SNLB,SNLB,
SNLN,,LHN
SNLO,SNLO,SSO
SNMA,SNMA,MTE
SNMU,SNMU,MVS
SNMX,SNMX,SBJ
SNMZ,SNMZ,PTQ
SNNU,SNNU,NNU
SNOS,,PSW
SNOU,SNOU,FEJ
SNOX,SNOX,ORX
SNPC,SNPC,PCS
SNPD,SNPD,POJ
SNPX,SNPX,PIV
SNQ,,SNQ
SNQG,SNQG,FLB
SNQU,,CHD
SNRD,SNRD,PDF
SNRU,SNRU,CAU
SNSM,,OPP
SNSW,SNSW,SFK
SNTF,SNTF,TXF
SNTI,SNTI,OBI
SNTO,SNTO,TFL
SNTS,,JPO
SNUI,,AIY
SNVB,SNVB,VAL
SNVS,SNVS,BVS
SNWC,SNWC,CMC
SNWS,,JCS
SNYA,SNYA,GGF
SNYE,SNYE,PHI
SNYW,,GMS
SNZA,SNZA,PPY
SNZR,,PYT
SNZW,SNZW,ITE
SO-0004,HCBA,
SO-0005,HCBG,
SO-0008,,LKR
SO-0020,,GUO
SO-BXX,,BXX
SOA,,SOA
SOCA,SOCA,CAY
SOGS,SOGS,GSI
SOOA,SOOA,MPY
SOOG,SOOG,OYP
SOOM,SOOM,LDX
SOOR,SOOR,REI
SOOS,SOOS,XAU
SOR,,SOR
SPAR,SPAR,ALD
SPAS,,AOP
SPAY,SPAY,AYX
SPBB,SPBB,MBP
SPBL,SPBL,
SPBR,SPBR,IBP
SPCL,SPCL,PCL
SPDR,SPDR,TDP
SPEO,SPEO,CHM
SPGL,SPGL,CGL
SPGM,SPGM,TGI
SPHI,SPHI,CIX
SPHO,SPHO,AYP
SPHY,SPHY,ANS
SPHZ,SPHZ,ATA
SPIL,SPIL,UMI
SPIM,SPJC,LIM
SPIZ,,UCZ
SPJA,SPJA,RIJ
SPJE,SPJE,JAE
SPJI,SPJI,JJI
SPJJ,SPJJ,JAU
SPJL,SPJL,JUL
SPJN,SPJN,SJA
SPJR,SPJR,CJA
SPLN,SPLN,RIM
SPLO,SPLO,ILQ
SPME,SPME,TBP
SPMF,SPMF,MZA
SPMS,SPMS,YMS
SPNC,SPNC,HUU
SPOA,SPOA,SQU
SPPY,SPPY,CHH
SPQT,SPQT,IQT
SPQU,SPQU,AQP
SPRU,SPRU,TRU
SPSO,SPSO,PIO
SPST,SPST,TPP
SPSY,SPSY,SYC
SPTN,SPTN,TCQ
SPTU,SPTU,PEM
SPUR,SPUR,PIU
SPYL,SPYL,TYL
SPZA,SPZA,NZC
SPZO,SPZO,CUZ
SR-0009,SMEG,EAX
SRL,,SRL
SRM,,SRM
SRV,,SRV
SSAK,,CZB
SSAP,SSAP,APU
SSBG,,BGV
SSBL,SSBL,BNU
SSCK,SSCK,CCI
SSCL,SSCL,CSS
SSCN,SSCN,CEL
SSCP,SSCP,CKO
SSCT,SSCT,GGH
SSDO,SSDO,
SSER,SSER,ERM
SSFB,SSFB,FBE
SSGY,SSGY,GGJ
SSHZ,SSHZ,HRZ
SSIJ,SSIJ,IJU
SSIQ,SSIQ,ITQ
SSJA,SSJA,JCB
SSKM,SSKM,CBW
SSKS,,QDB
SSKW,SSKW,OAL
SSLN,SSLN,LOI
SSLT,SSLT,ALQ
SSNG,,QGF
SSNH,,QHV
SSOE,SSOE,SQX
SSOG,SSOG,APX
SSOL,,VRZ
SSOU,SSOU,AIR
SSPB,SSPB,
SSPG,SSPG,PNG
SSPI,SSPI,PVI
SSPM,SSPM,
SSPN,SSPN,PBB
SSRU,SSRU,SQY
SSS,,SSS
SSSB,,JBS
SSSC,SSSC,CSU
SSUM,SSUM,UMU
SSUO,,ZFU
SSUV,SSUV,UVI
SSVI,SSVI,VIA
SSVP,SSVP,
SSXH,SSXH,BMS
SSXX,,AXE
SSYA,SSYA,
SSZR,SSZR,SRA
SSZW,SSZW,
SUAG,SUAG,ATI
SUBU,SUBU,BUV
SUCA,SUCA,CYR
SUDU,SUDU,DZO
SULS,SULS,PDP
