ident,icao_code,iata_code
HCMK,HCMK,KMU
HCMM,HCMM,MGQ
HCMN,HCMN,BLW
HCMO,HCMO,CMO
HCMR,HCMR,GLK
HCMS,HCMS,CMS
HCMU,HCMU,ERA
HCMV,HCMV,BUO
HCMW,,GGR
HDAM,HDAM,JIB
HDAS,HDAS,AII
HDCH,HDCH,
HDDK,HDDK,
HDHE,HDHE,
HDMO,HDMO,MHI
HDOB,HDOB,OBC
HDTJ,HDTJ,TDJ
HE25,,EMY
HE36,,RDL
HE40,,SQK
HEAL,HEAL,DBB
HEAR,HEAR,AAC
HEAT,HEAT,ATZ
HEBA,HEAX,HBE
HEBL,HEBL,ABS
HECA,HECA,CAI
HECP,HECP,CCE
HECW,HECW,
HEDK,HEDK,DAK
HEGN,HEGN,HRG
HEGO,HEGO,
HEGR,HEGR,EGH
HEKG,HEKG,UVL
HELX,HELX,LXR
HEMA,HEMA,RMF
HEMM,HEMM,MUH
HEO,,HEO
HEOC,HEOC,
HEOW,HEOW,GSQ
HEPS,HEPS,PSD
HESC,HESC,SKV
HESG,HESG,HMB
HESH,HESH,SSH
HESN,HESN,ASW
HESW,,SEW
HESX,HESX,SPX
HETB,HETB,TCP
HETR,HETR,ELT
HEY,,HEY
HGT,,HGT
HHAG,HHAG,
HHAS,HHAS,ASM
HHMS,HHMS,MSW
HHSB,HHSB,ASA
HHTS,HHTS,TES
HI01,,HPV
HI07,,WKL
HJJJ,HJJJ,JUB
HKAM,HKAM,ASV
HKB,,HKB
HKBR,HKBR,
HKEL,HKEL,EDL
HKEM,HKEM,
HKES,HKES,EYS
HKFG,HKFG,KLK
HKGA,HKGA,GAS
HKGT,HKGT,
HKHB,HKHB,
HKHO,HKHO,HOA
HKIS,HKIS,
HKJK,HKJK,NBO
HKKE,HKKE,KEU
HKKG,HKKG,GGM
HKKI,HKKI,KIS
HKKL,HKKL,ILU
HKKR,HKKR,KEY
HKKS,HKKS,
HKKT,HKKT,KTL
HKLG,HKLG,
HKLK,HKLK,LKG
HKLO,HKLO,LOK
HKLU,HKLU,LAU
HKLY,HKLY,LOY
HKMA,HKMA,NDE
HKMB,HKMB,RBT
HKMI,HKMI,
HKMK,HKMK,JJM
HKML,HKML,MYD
HKMO,HKMO,MBA
HKMS,HKMS,MRE
HKMU,HKMU,
HKMY,HKMY,OYL
HKNI,HKNI,NYE
HKNK,HKNK,NUU
HKNL,HKNL,NYK
HKNO,HKNO,
HKNV,HKNV,
HKNW,HKNW,WIL
HKNY,HKNY,
HKRE,HKRE,
HKSB,HKSB,UAS
HKUK,HKUK,UKA
HKVO,HKVO,
HKWJ,HKWJ,WJR
HL69,HLJF,
HL72,HLWN,
HLGD,HLGD,SRX
HLGT,HLGT,GHT
HLKF,HLKF,AKF
HLLB,HLLB,BEN
HLLM,HLLM,MJI
HLLQ,HLLQ,LAQ
HLLS,HLLS,SEB
HLMB,HLMB,LMQ
HLMS,HLMS,MRA
HLNF,HLNF,
HLNR,HLNR,NFR
HLON,HLON,HUQ
HLTD,HLTD,LTD
HLTQ,,TOB
HLUB,HLUB,QUB
HLZN,HLZN,ZIS
HLZW,HLZW,WAX
HN-MUG,,EDQ
HOO,,HOO
HR-0001,LDVR,
HR-0039,LDSF,
HRC,,HRC
HRYG,HRYG,GYI
HRYI,HRYI,BTQ
HRYN,HRYN,
HRYR,HRYR,KGL
HRYU,HRYU,RHG
HRZA,HRZA,KME
HSAT,HSAT,ATB
HSCG,HSCG,
HSDB,HSDB,EDB
HSDL,HSDL,
HSDN,HSDN,DOG
HSDZ,HSDZ,RSS
HSFS,HSFS,ELF
HSGG,HSGG,DNX
HSGN,HSGN,EGN
HSHG,HSHG,HEG
HSHI,ESHI,
HSJ,,HSJ
HSKA,HSKA,KSL
HSKG,HSKG,GBU
HSKN,HSKN,
HSLI,HSLI,KDX
HSMK,,RBX
HSMN,HSMN,MWE
HSMR,HSMR,
HSNH,HSNH,NUD
HSNN,HSNN,UYL
HSNW,HSNW,NHF
HSOB,HSOB,EBD
HSPN,HSPN,PZU
HSRJ,HSRJ,
HSRN,HSRN,
HSSK,HSSK,KRT
HSSM,HSSM,MAK
HSSP,HSSP,
HSSW,HSSW,WHF
HSTO,HSTO,
HSWW,,WUU
HSZA,HSZA,ZLX
HTAR,HTAR,ARK
HTBU,HTBU,BKZ
HTDA,HTDA,DAR
HTDO,HTDO,DOD
HTGE,HTGE,GTC
HTGR,HTGR,GTZ
HTGW,HTGW,MBI
HTIR,HTIR,IRI
HTKA,HTKA,TKQ
HTKI,HTKI,KIY
HTKJ,HTKJ,JRO
HTLI,HTLI,LDI
HTLM,HTLM,LKY
HTMA,HTMA,MFA
HTMB,HTMB,
HTMD,HTMD,MWN
HTMI,HTMI,XMI
HTMP,HTMP,NPY
HTMS,HTMS,QSI
HTMT,HTMT,MYW
HTMU,HTMU,MUZ
HTMW,HTMW,MWZ
HTNA,HTNA,NCH
HTNJ,HTNJ,JOM
HTNR,HTNR,
HTPE,HTPE,PMA
HTSN,HTSN,SEU
HTSO,HTSO,SGX
HTSU,HTSU,SUT
HTSY,HTSY,SHY
HTTB,HTTB,TBO
HTTG,HTTG,TGT
HTZA,HTZA,ZNZ
HU-0002,LHKA,
HU-0023,LHHM,
HU-0033,LHHK,
HU-0080,LHPL,
HUAJ,HUAJ,
HUAR,HUAR,RUA
HUBU,HUBU,
HUEN,HUEN,EBB
HUGG,HUGG,
HUGU,HUGU,ULU
HUJI,HUJI,JIN
HUKJ,,KJJ
HUKS,HUKS,KSE
HUMA,HUMA,MBQ
HUMI,HUMI,KCU
HUPA,HUPA,PAF
HUSO,HUSO,SRT
HUTO,HUTO,TRY
HWI,,HWI
HYL,,HYL
HZU,,HZU
IBI,,IBI
IBL,,IBL
ICO,,ICO
ID-0003,,PPJ
ID-0012,WIMO,
ID-0036,WAJY,
ID-0084,,GXM
ID-0139,WIMI,FSH
ID-0166,WRJV,
ID-0172,,ENG
ID-0214,,GYO
ID-0277,WARD,DHX
ID-0290,WIOD,SKJ
ID-0324,,RUF
ID-AAS,,AAS
ID-AGD,,AGD
ID-AKQ,,AKQ
ID-ELR,,ELR
ID-EWE,,EWE
ID-GAV,,GAV
ID-IUL,,IUL
ID-KOD,,KOD
ID-KRC,,KRC
ID-LLN,,LLN
ID-MSI,,MSI
ID-NAF,,NAF
ID-OBD,,OBD
ID-RKI,,RKI
ID-TMY,,TMY
ID-ZGP,,UGU
IE-0004,EIDG,
IL-0007,LLRS,
IMA,,IMA
IMG,,IMG
IN-0012,VEPY,PYG
IN-0025,VEAY,AYJ
IN-0033,VAAV,
IN-0065,VAAM,
IN-0074,VEBL,
IN-0107,VOSR,SDW
IN-0276,VANM,NMI
IN-0301,VOSH,RQY
IN-0308,,HGI
IN-0346,VEBT,
IN-0376,,UKE
IN-0382,VANR,
IN-0392,VIND,DXN
IN-0393,VEAP,AHA
IN-JGB,VEJR,JGB
IN-RJI,,RJI
INE,,INE
IOK,,IOK
IOP,,IOP
IQ-0003,ORAI,
IQ-0007,ORAN,
IQ-0052,ORTK,
IQ-0053,ORTS,
IRU,,IRU
IS-0003,BISL,
IS-0016,BISA,
IT-0010,LICN,
IT-0030,LICK,
IT-0061,LIAD,
IT-0213,LIEP,
IT-0242,LINB,
IT-0307,LION,
IT-0497,LICS,
IT-0572,LINA,
IT-0653,LICU,
IT-TQR,LINI,TQR
ITK,,ITK
IVI,,IVI
JIO,,JIO
JLA,,JLA
JMB,FNJM,JMB
JO-0001,OJKA,
JO-0002,OJKF,
JPN,,JPN
JRA,,JRA
JRB,,JRB
JUH,ZSJH,JUH
K00C,,AMK
K00F,,BDX
K00V,KFLY,
K05U,,EUE
K06U,,KPT
K07,,RLA
K0B8,,FID
K0K7,,HUD
K0S9,,TWD
K0V7,,MVM
K1B1,,HCC
K1F0,,AHD
K1G4,,GCW
K1O2,,CKE
K1O5,,ROF
K1V6,,CNE
K21,,RSX
K23,,COP
K29,,CIL
K2B3,,NWH
K2F0,,IRB
K2G4,,ODM
K2O1,,GNF
K2S7,,CHZ
K2W6,,LTW
K35A,,USC
K37V,,AHF
K39N,,PCT
K3C8,,CTO
K3O9,,NRI
K3S8,,GTP
K3TR,,NLE
K3W7,,GCD
K40G,,VLE
K40J,,FPY
K41U,,NTJ
K44U,,SBO
K47N,,JVI
K4R7,,UCE
K4S1,,GOL
K50I,,KKT
K5N2,,PRW
K5T9,,EGP
K61B,,BLD
K67L,,MFH
K6D9,,ECA
K6S2,,FMU
K74S,,OTS
K74V,,ROL
K7G9,,CTK
K7V2,,WPO
K80F,,ATE
K8A0,KBFZ,
K9U3,,ASQ
KAAF,KAAF,AAF
KABE,KABE,ABE
KABI,KABI,ABI
KABQ,KABQ,ABQ
KABR,KABR,ABR
KABY,KABY,ABY
KACB,KACB,ACB
KACK,KACK,ACK
KACT,KACT,ACT
KACV,KACV,ACV
KACY,KACY,ACY
KADG,KADG,ADG
KADH,KADH,ADT
KADM,KADM,ADM
KADS,KADS,ADS
KADW,KADW,ADW
KAE,,KAE
KAEL,KAEL,AEL
KAEX,KAEX,AEX
KAF,,KAF
KAFF,KAFF,AFF
KAFJ,KAFJ,WSG
KAFN,KAFN,AFN
KAFO,KAFO,AFO
KAFW,KAFW,AFW
KAGC,KAGC,AGC
KAGO,KAGO,AGO
KAGS,KAGS,AGS
KAHC,KAHC,AHC
KAHH,KAHH,AHH
KAHN,KAHN,AHN
KAIA,KAIA,AIA
KAID,KAID,AID
KAIK,KAIK,AIK
KAIO,KAIO,AIO
KAIV,KAIV,AIV
KAIZ,KAIZ,AIZ
KAK,,KAK
KAKO,KAKO,AKO
KAKR,KAKR,AKC
KALB,KALB,ALB
KALI,KALI,ALI
KALM,KALM,ALM
KALN,KALN,ALN
KALO,KALO,ALO
KALS,KALS,ALS
KALW,KALW,ALW
KALX,KALX,ALX
KAMA,KAMA,AMA
KAMN,KAMN,AMN
KAMW,KAMW,AMW
KANB,KANB,ANB
KAND,KAND,AND
KANK,KANK,SLT
KANP,KANP,ANP
KANQ,KANQ,ANQ
KANW,KANW,ANW
KANY,KANY,ANY
KAOH,KAOH,AOH
KAOO,KAOO,AOO
KAPA,KAPA,APA
KAPC,KAPC,APC
KAPF,KAPF,APF
KAPG,KAPG,APG
KAPH,KAPH,APH
KAPN,KAPN,APN
KAPT,KAPT,APT
KAPV,KAPV,APV
KARA,KARA,ARA
KARB,KARB,ARB
KARG,KARG,ARG
KARM,KARM,WHT
KARR,KARR,AUZ
KART,KART,ART
KARV,KARV,ARV
KARW,KARW,BFT
KASE,KASE,ASE
KASG,KASG,SPZ
KASH,KASH,ASH
KASL,KASL,ASL
KASN,KASN,ASN
KAST,KAST,AST
KASX,KASX,ASX
KASY,KASY,ASY
KATL,KATL,ATL
KATS,KATS,ATS
KATW,KATW,ATW
KATY,KATY,ATY
KAUG,KAUG,AUG
KAUM,KAUM,AUM
KAUN,KAUN,AUN
KAUO,KAUO,AUO
KAUS,KAUS,AUS
KAUW,KAUW,AUW
KAVL,KAVL,AVL
KAVO,KAVO,AVO
KAVP,KAVP,AVP
KAVQ,KAVQ,AVW
KAVX,KAVX,AVX
KAWM,KAWM,AWM
KAXA,KAXA,AXG
KAXN,KAXN,AXN
KAXS,KAXS,AXS
KAXV,KAXV,AXV
KAXX,KAXX,AXX
KAYS,KAYS,AYS
KAYX,,TUH
KAZO,KAZO,AZO
KBAB,KBAB,BAB
KBAD,KBAD,BAD
KBAF,KBAF,BAF
KBAK,KBAK,CLU
KBAM,KBAM,BAM
KBAZ,KBAZ,
KBBB,KBBB,BBB
KBBD,KBBD,BBD
KBBG,KBBG,BKG
KBBP,KBBP,BTN
KBBW,KBBW,BBW
KBCB,KBCB,BCB
KBCE,KBCE,BCE
KBCT,KBCT,BCT
KBDE,KBDE,BDE
KBDG,KBDG,BDG
KBDH,KBDH,ILL
KBDL,KBDL,BDL
KBDR,KBDR,BDR
KBDU,KBDU,WBU
KBE,,KBE
KBEC,KBEC,BEC
KBED,KBED,BED
KBEH,KBEH,BEH
KBFD,KBFD,BFD
KBFF,KBFF,BFF
KBFI,KBFI,BFI
KBFL,KBFL,BFL
KBFM,KBFM,BFM
KBFR,KBFR,BFR
KBGD,KBGD,BGD
KBGE,KBGE,BGE
KBGM,KBGM,BGM
KBGR,KBGR,BGR
KBH,,KBH
KBHB,KBHB,BHB
KBHM,KBHM,BHM
KBID,KBID,BID
KBIE,KBIE,BIE
KBIF,KBIF,BIF
KBIH,KBIH,BIH
KBIL,KBIL,BIL
KBIS,KBIS,BIS
KBIX,KBIX,BIX
KBJC,KBJC,BJC
KBJI,KBJI,BJI
KBJJ,KBJJ,BJJ
KBKD,KBKD,BKD
KBKE,KBKE,BKE
KBKF,KBKF,BFK
KBKL,KBKL,BKL
KBKN,KBKN,
KBKT,KBKT,BKT
KBKW,KBKW,BKW
KBKX,KBKX,BKX
KBLF,KBLF,BLF
KBLH,KBLH,BLH
KBLI,KBLI,BLI
KBLM,KBLM,BLM
KBLU,KBLU,BLU
KBLV,KBLV,BLV
KBMC,KBMC,BMC
KBMG,KBMG,BMG
KBMI,KBMI,BMI
KBML,KBML,BML
KBMT,KBMT,BMT
KBNA,KBNA,BNA
KBNG,KBNG,BNG
KBNL,KBNL,BNL
KBNO,KBNO,BNO
KBNW,KBNW,BNW
KBOI,KBOI,BOI
KBOK,KBOK,BOK
KBOS,KBOS,BOS
KBOW,KBOW,BOW
KBPG,KBPG,HCA
KBPI,KBPI,BPI
KBPK,KBPK,WMH
KBPT,KBPT,BPT
KBQK,KBQK,BQK
KBRD,KBRD,BRD
KBRL,KBRL,BRL
KBRO,KBRO,BRO
KBRY,KBRY,BRY
KBT,,KBT
KBTF,KBTF,BTF
KBTL,KBTL,BTL
KBTM,KBTM,BTM
KBTN,KBTN,TTO
KBTP,KBTP,BTP
KBTR,KBTR,BTR
KBTV,KBTV,BTV
KBTY,KBTY,BTY
KBUB,KBUB,BUB
KBUF,KBUF,BUF
KBUM,KBUM,BUM
KBUR,KBUR,BUR
KBVI,KBVI,BFP
KBVO,KBVO,BVO
KBVS,KBVS,MVW
KBVX,KBVX,BVX
KBVY,KBVY,BVY
KBWC,KBWC,BWC
KBWD,KBWD,BWD
KBWG,KBWG,BWG
KBWI,KBWI,BWI
KBWP,KBWP,WAH
KBWW,,BWM
KBXA,KBXA,BXA
KBXK,KBXK,BXK
KBXM,KBXM,NHZ
KBYG,KBYG,BYG
KBYH,KBYH,BYH
KBYI,KBYI,BYI
KBYS,KBYS,BYS
KBYY,KBYY,BBC
KBZN,KBZN,BZN
KC02,,XES
KC65,,PLY
KC80,,CLG
KCAD,KCAD,CAD
KCAE,KCAE,CAE
KCAG,KCAG,CIG
KCAK,KCAK,CAK
KCAO,KCAO,CAO
KCAR,KCAR,CAR
KCBE,KCBE,CBE
KCBF,KCBF,CBF
KCBK,KCBK,CBK
KCBM,KCBM,CBM
KCC,PAKC,KCC
KCCB,KCCB,CCB
KCCR,KCCR,CCR
KCCY,KCCY,CCY
KCDA,KCDA,LLX
KCDC,KCDC,CDC
KCDH,KCDH,CDH
KCDK,KCDK,CDK
KCDN,KCDN,CDN
KCDR,KCDR,CDR
KCDS,KCDS,CDS
KCDW,KCDW,CDW
KCEA,KCEA,CEA
KCEC,KCEC,CEC
KCEF,,CEF
KCEU,KCEU,CEU
KCEV,KCEV,CEV
KCEW,KCEW,CEW
KCEY,KCEY,CEY
KCEZ,KCEZ,CEZ
KCFD,KCFD,CFD
KCFS,KCFS,TZC
KCFT,KCFT,CFT
KCFV,KCFV,CFV
KCGE,KCGE,CGE
KCGF,KCGF,CGF
KCGI,KCGI,CGI
KCGS,KCGS,CGS
KCGZ,KCGZ,CGZ
KCHA,KCHA,CHA
KCHK,KCHK,CHK
KCHO,KCHO,CHO
KCHS,KCHS,CHS
KCIC,KCIC,CIC
KCID,KCID,CID
KCIN,KCIN,CIN
KCIR,KCIR,CIR
KCIU,KCIU,CIU
KCKA,KCKA,CKA
KCKB,KCKB,CKB
KCKC,KCKC,GRM
KCKM,KCKM,CKM
KCKN,KCKN,CKN
KCKV,KCKV,CKV
KCL,,KCL
KCLE,KCLE,CLE
KCLI,KCLI,CLI
KCLK,KCLK,CLK
KCLL,KCLL,CLL
KCLM,KCLM,CLM
KCLR,KCLR,CLR
KCLS,KCLS,CLS
KCLT,KCLT,CLT
KCLW,KCLW,CLW
KCMH,KCMH,CMH
KCMI,KCMI,CMI
KCMX,KCMX,CMX
KCMY,KCMY,CMY
KCN,,KCN
KCNH,KCNH,CNH
KCNK,KCNK,CNK
KCNM,KCNM,CNM
KCNO,KCNO,CNO
KCNU,KCNU,CNU
KCNW,KCNW,CNW
KCNY,KCNY,CNY
KCOD,KCOD,COD
KCOE,KCOE,COE
KCOF,KCOF,COF
KCOI,KCOI,COI
KCOM,KCOM,COM
KCON,KCON,CON
KCOS,KCOS,COS
KCOT,KCOT,COT
KCOU,KCOU,COU
KCPM,KCPM,CPM
KCPR,KCPR,CPR
KCPS,KCPS,CPS
KCQW,KCQW,HCW
KCR,,KCR
KCRE,KCRE,CRE
KCRG,KCRG,CRG
KCRP,KCRP,CRP
KCRQ,KCRQ,CLD
KCRS,KCRS,CRS
KCRT,KCRT,CRT
KCRW,KCRW,CRW
KCRX,KCRX,CRX
KCSG,KCSG,CSG
KCSM,KCSM,CSM
KCSQ,KCSQ,CSQ
KCSV,KCSV,CSV
KCTB,KCTB,CTB
KCTY,KCTY,CTY
KCTZ,KCTZ,CTZ
KCUB,KCUB,CUB
KCUH,KCUH,CUH
KCVG,KCVG,CVG
KCVH,KCVH,HLI
KCVK,KCVK,CKK
KCVN,KCVN,CVN
KCVO,KCVO,CVO
KCVS,KCVS,CVS
KCWA,KCWA,CWA
KCWC,KCWC,KIP
KCWF,KCWF,CWF
KCWI,KCWI,CWI
KCXL,KCXL,CXL
KCXO,KCXO,CXO
KCXP,KCXP,CSN
KCXY,KCXY,HAR
KCYS,KCYS,CYS
KCZK,KCZK,CZK
KCZT,KCZT,CZT
KD60,,VEX
KDAA,KDAA,DAA
KDAB,KDAB,DAB
KDAG,KDAG,DAG
KDAL,KDAL,DAL
KDAN,KDAN,DAN
KDAY,KDAY,DAY
KDBN,KDBN,DBN
KDBQ,KDBQ,DBQ
KDCA,KDCA,DCA
KDCU,KDCU,DCU
KDDC,KDDC,DDC
KDEC,KDEC,DEC
KDEH,KDEH,DEH
KDEN,KDEN,DEN
KDET,,DET
KDFI,KDFI,DFI
KDFW,KDFW,DFW
KDGL,KDGL,DGL
KDGW,KDGW,DGW
KDHN,KDHN,DHN
KDHT,KDHT,DHT
KDIK,KDIK,DIK
KDKK,KDKK,DKK
KDLC,KDLC,DLL
KDLF,KDLF,DLF
KDLH,KDLH,DLH
KDLN,KDLN,DLN
KDLS,KDLS,DLS
KDMA,KDMA,DMA
KDMN,KDMN,DMN
KDMO,KDMO,DMO
KDNL,KDNL,DNL
KDNN,KDNN,DNN
KDNS,KDNS,DNS
KDNV,KDNV,DNV
KDOV,KDOV,DOV
KDPA,KDPA,DPA
KDPG,KDPG,DPG
KDRA,KDRA,DRA
KDRI,KDRI,DRI
KDRM,KDRM,DRE
KDRO,KDRO,DRO
KDRT,KDRT,DRT
KDS,,KDS
KDSM,KDSM,DSM
KDSV,KDSV,DSV
KDTA,KDTA,DTA
KDTL,KDTL,DTL
KDTN,KDTN,DTN
KDTS,KDTS,DSI
KDTW,KDTW,DTW
KDUA,KDUA,DUA
KDUC,KDUC,DUC
KDUG,KDUG,DUG
KDUJ,KDUJ,DUJ
KDVL,KDVL,DVL
KDVN,KDVN,DVN
KDVO,KDVO,NOT
KDVP,KDVP,NSL
KDVT,KDVT,DVT
KDW,,KDW
KDWH,KDWH,DWH
KDXR,KDXR,DXR
KDYL,KDYL,DYL
KDYS,KDYS,DYS
KDZ,,KDZ
KE-0004,HKOL,
KE-0015,,LBN
KE-0065,HKCD,
KE-0069,,VPG
KE-0133,,KTJ
KE-0182,,OSJ
KE-0208,,OLG
KE-6087,,HKR
KE-6112,,ANA
KE-6121,,MDR
KE-6208,,OLX
KE-6557,HKKM,
KE-6978,,KRV
KE-6997,HKBA,
KE-KIU,,KIU
KE-LBK,,LBK
KE-LKU,,LKU
KE01,,MIF
KE13,,CCG
KE14,,ESO
KE24,,WTR
KE38,,ALE
KE51,,BGT
KEAN,KEAN,EAN
KEAR,KEAR,EAR
KEAT,KEAT,EAT
KEAU,KEAU,EAU
KEB,,KEB
KEBS,KEBS,EBS
KECG,KECG,ECG
KECP,KECP,ECP
KECS,KECS,ECS
KEDE,KEDE,EDE
KEDN,KEDN,ETS
KEDW,KEDW,EDW
KEED,KEED,EED
KEEN,KEEN,EEN
KEFD,KEFD,EFD
KEFK,KEFK,EFK
KEFW,KEFW,EFW
KEGE,KEGE,EGE
KEGI,KEGI,EGI
KEGV,KEGV,EGV
KEK,,KEK
KEKA,KEKA,EKA
KEKM,KEKM,EKI
KEKN,KEKN,EKN
KEKO,KEKO,EKO
KEKX,KEKX,EKX
KELA,KELA,ELA
KELD,KELD,ELD
KELK,KELK,ELK
KELM,KELM,ELM
KELN,KELN,ELN
KELO,KELO,LYU
KELP,KELP,ELP
KELY,KELY,ELY
KELZ,KELZ,ELZ
KEMM,KEMM,EMM
KEMP,KEMP,EMP
KEMT,KEMT,EMT
KEND,KEND,END
KENL,KENL,ENL
KENV,KENV,ENV
KENW,KENW,ENW
KEOK,KEOK,EOK
KEOS,KEOS,EOS
KEPH,KEPH,EPH
KEQA,KEQA,EDK
KERI,KERI,ERI
KERR,KERR,ERR
KERV,KERV,ERV
KESC,KESC,ESC
KESF,KESF,ESF
KESN,KESN,ESN
KEST,KEST,EST
KESW,KESW,ESW
KETB,KETB,ETB
KETN,KETN,ETN
KEUF,KEUF,EUF
KEUG,KEUG,EUG
KEVM,KEVM,EVM
KEVV,KEVV,EVV
KEVW,KEVW,EVW
KEWB,KEWB,EWB
KEWK,KEWK,EWK
KEWN,KEWN,EWN
KEWR,KEWR,EWR
KEYW,KEYW,EYW
KEZ,,KEZ
KF05,,WIB
KF29,KRCE,
KF70,,RBK
KFAF,KFAF,FAF
KFAM,KFAM,FAM
KFAR,KFAR,FAR
KFAT,KFAT,FAT
KFAY,KFAY,FAY
KFBG,KFBG,FBG
KFBL,KFBL,FBL
KFBR,KFBR,FBR
KFBY,KFBY,FBY
KFCH,KFCH,FCH
KFCI,KFCI,
KFCM,KFCM,FCM
KFCS,KFCS,FCS
KFCY,KFCY,FCY
KFDK,KFDK,FDK
KFDR,KFDR,FDR
KFDY,KFDY,FDY
KFEP,KFEP,FEP
KFET,KFET,FET
KFFA,KFFA,FFA
KFFL,KFFL,FFL
KFFM,KFFM,FFM
KFFO,KFFO,FFO
KFFT,KFFT,FFT
KFFZ,KFFZ,MSC
KFHR,KFHR,FRD
KFHU,KFHU,FHU
KFKL,KFKL,FKL
KFKN,KFKN,FKN
KFLD,KFLD,FLD
KFLG,KFLG,FLG
KFLL,KFLL,FLL
KFLO,KFLO,FLO
KFLP,KFLP,FLP
KFLV,KFLV,FLV
KFLX,KFLX,FLX
KFME,KFME,FME
KFMH,KFMH,FMH
KFMN,KFMN,FMN
KFMY,KFMY,FMY
KFNL,KFNL,FNL
KFNT,KFNT,FNT
KFOD,KFOD,FOD
KFOE,KFOE,FOE
KFOK,KFOK,FOK
KFOM,KFOM,FIL
KFPR,KFPR,FPR
KFRG,KFRG,FRG
KFRH,KFRH,FRH
KFRI,KFRI,FRI
KFRM,KFRM,FRM
KFRR,KFRR,FRR
KFSD,KFSD,FSD
KFSI,KFSI,FSI
KFSK,KFSK,FSK
KFSM,KFSM,FSM
KFST,KFST,FST
KFSU,KFSU,FSU
KFSW,KFSW,FMS
KFTG,KCFO,
KFTK,KFTK,FTK
KFTW,KFTW,FTW
KFTY,KFTY,FTY
KFUL,KFUL,FUL
KFVE,KFVE,WFK
KFWA,KFWA,FWA
KFXE,KFXE,FXE
KFXY,KFXY,FXY
KFYM,KFYM,FYM
KFYV,KFYV,FYV
KG-0001,UCFD,
KGAB,KGAB,GAB
KGAD,KGAD,GAD
KGAG,KGAG,GAG
KGAI,KGAI,GAI
KGBD,KGBD,GBD
KGBG,KGBG,GBG
KGBR,KGBR,GBR
KGCC,KGCC,GCC
KGCD,KGCD,JDA
KGCK,KGCK,GCK
KGCN,KGCN,GCN
KGCY,KGCY,GCY
KGDM,KGDM,GDM
KGDV,KGDV,GDV
KGDW,KGDW,GDW
KGED,KGED,GED
KGEG,KGEG,GEG
KGEY,KGEY,GEY
KGFA,,GFA
KGFD,KGFD,GFD
KGFK,KGFK,GFK
KGFL,KGFL,GFL
KGGE,KGGE,GGE
KGGG,KGGG,GGG
KGGW,KGGW,GGW
KGHM,KGHM,GHM
KGIC,KGIC,IDH
KGIF,KGIF,GIF
KGJT,KGJT,GJT
KGKJ,KGKJ,MEJ
KGKT,KGKT,GKT
KGLD,KGLD,GLD
KGLE,KGLE,GLE
KGLH,KGLH,GLH
KGLR,KGLR,GLR
KGLS,KGLS,GLS
KGLW,KGLW,GLW
KGMU,KGMU,GMU
KGNG,KGNG,GNG
KGNT,KGNT,GNT
KGNV,KGNV,GNV
KGOK,KGOK,GOK
KGON,KGON,GON
KGPI,KGPI,FCA
KGPT,KGPT,GPT
KGPZ,KGPZ,GPZ
KGQQ,KGQQ,GQQ
KGRB,KGRB,GRB
KGRD,KGRD,GRD
KGRE,KGRE,GRE
KGRF,KGRF,GRF
KGRI,KGRI,GRI
KGRK,KGRK,GRK
KGRN,KGRN,GRN
KGRR,KGRR,GRR
KGSB,KGSB,GSB
KGSH,KGSH,GSH
KGSO,KGSO,GSO
KGSP,KGSP,GSP
KGTB,KGTB,
KGTF,KGTF,GTF
KGTG,KGTG,GTG
KGTR,KGTR,GTR
KGUC,KGUC,GUC
KGUP,KGUP,GUP
KGUS,KGUS,GUS
KGUY,KGUY,GUY
KGVE,KGVE,GVE
KGVL,KGVL,GVL
KGVT,KGVT,GVT
KGWO,KGWO,GWO
KGWS,KGWS,GWS
KGX,,KGX
KGXY,KGXY,GXY
KGYH,KGYH,GDC
KGYI,KGYI,PNX
KGYR,KGYR,GYR
KGYY,,GYY
KGZ,,KGZ
KH-0001,,DSY
KH-0002,VDTI,KTI
KHAB,KHAB,HAB
KHAF,KHAF,HAF
KHAI,KHAI,HAI
KHAO,KHAO,HAO
KHBG,KHBG,HBG
KHBR,KHBR,HBR
KHDE,KHDE,HDE
KHDN,KHDN,HDN
KHEE,KHEE,HEE
KHEF,KHEF,MNZ
KHEZ,KHEZ,HEZ
KHFD,KHFD,HFD
KHFF,KHFF,HFF
KHGR,KHGR,HGR
KHHR,KHHR,HHR
KHHW,KHHW,HUJ
KHIB,KHIB,HIB
KHIE,KHIE,HIE
KHIF,KHIF,HIF
KHII,KHII,HII
KHIO,KHIO,HIO
KHKA,KHKA,HKA
KHKS,KHKS,HKS
KHKY,KHKY,HKY
KHLB,KHLB,HLB
KHLC,KHLC,HLC
KHLG,KHLG,HLG
KHLN,KHLN,HLN
KHLR,KHLR,HLR
KHMN,KHMN,HMN
KHMT,KHMT,HMT
KHNB,KHNB,HNB
KHND,KHND,HSH
KHOB,KHOB,HOB
KHON,KHON,HON
KHOP,KHOP,HOP
KHOT,KHOT,HOT
KHOU,KHOU,HOU
KHPN,KHPN,HPN
KHPT,KHPT,HPT
KHPY,KHPY,HPY
KHQM,KHQM,HQM
KHRI,KHRI,HES
KHRL,KHRL,HRL
KHRO,KHRO,HRO
KHSB,KHSB,HSB
KHSE,KHSE,HNC
KHSG,,THP
KHSI,KHSI,HSI
KHSP,KHSP,HSP
KHST,KHST,HST
KHSV,KHSV,HSV
KHTH,KHTH,HTH
